Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
282,What is the main objective of the Pilot Apprenticeship Scheme launched under NAPS in the North Eastern Region?,Promote tourism in northeastern states,Provide structured and paid apprenticeship training to youth,Establish new universities in Mizoram,Support small-scale industries in the region,Expand rail connectivity in the Northeast,Provide structured and paid apprenticeship training to youth
283,"Jayant Narlikar, who recently passed away, was known for proposing which cosmological model?",Big Bang Model,Steady State Model,Oscillating Universe Model,Quantum Loop Model,Plasma Cosmology,Steady State Model
284,In which village of Arunachal Pradesh was the Northeast Region’s first geothermal production well successfully drilled?,Tawang,Bomdila,Dirang,Ziro,Itanagar,Dirang
285,"M.R. Srinivasan, who recently passed away, was associated with which field?",Space Research,Nuclear Science,Astrophysics,Meteorology,Marine Biology,Nuclear Science
286,Who is known as the Father of India’s Science Museum Movement and recently passed away?,Dr. Vikram Sarabhai,Dr. Saroj Ghose,Dr. A.P.J. Abdul Kalam,Dr. Jayant Narlikar,Dr. Homi Bhabha,Dr. Saroj Ghose
287,Why did the Reserve Bank of India cancel the licence of HCBL Co-operative Bank?,For engaging in money laundering activities,Due to non-compliance with RBI audit timelines,Due to inadequate capital and earning prospects,For merger with another cooperative bank,For operating without DICGC insurance,Due to inadequate capital and earning prospects
288,How much foreign currency did the RBI sell on a gross basis in FY25?,$153.03 billion,$212.57 billion,$291.03 billion,$398.71 billion,$625 billion,$398.71 billion
289,With which organization has India Post Payments Bank (IPPB) partnered to expand credit access across Bharat?,HDFC Bank,Bajaj Finance,Aditya Birla Capital Limited,LIC Housing Finance,SBI Cards,Aditya Birla Capital Limited
290,What is the new name of North East Small Finance Bank Limited after its merger with fintech company slice?,NESFB Finance Bank /,Slice Bank of India,Slice Small Finance Bank Limited,Northeast Slice Bank,Slice Finance Corporation,Slice Small Finance Bank Limited
291,"What is the main objective of the newly notified 'Payments Regulatory Board Regulations, 2025'?",To privatize the payment systems,To regulate NBFCs independently,To replace BPSS with PRB having government representation,To merge RBI and SEBI,To create a new cryptocurrency board,To replace BPSS with PRB having government representation
292,Which bank has signed MoU with Indian Institute of Banking & Finance (IIBF) for a customized Electronic (e) – Learning and certification program on MSMEs ?,Bank of India,Union Bank of India,Indian Overseas Bank,Canara Bank,Punjab & Sind Bank,Indian Overseas Bank
293,Which institution has signed an MoU with Bank of India to host a FinTech & Cybersecurity Hackathon in 2025?,IIM Ahmedabad,IIT Delhi,NIT Trichy,IIT Hyderabad,IISc Bangalore,IIT Hyderabad
294,How much is the total rescue package Bajaj Auto is providing for KTM?,€1 billion,€450 million,€600 million,€800 million,€200 million,€800 million
295,"Who became the fastest cricketer to reach 13,000 Test runs in terms of matches played?",Jacques Kallis,Ricky Ponting,Sachin Tendulkar,Joe Root,Rahul Dravid /,Joe Root
296,Which organization is conducting a Nationwide Hackathon on CCTV Solutions for Law Enforcement in India?,NITI Aayog,Ministry of Electronics and IT,Bureau of Police Research and Development (BPR&D),Central Vigilance Commission,DRDO,Bureau of Police Research and Development (BPR&D)
297,Which Indian company has partnered with Israel’s Sparton to localize production of advanced Anti-Submarine Warfare (ASW) systems?,Bharat Electronics Limited,HAL,DRDO,Adani Defence & Aerospace,Larsen & Toubro,Adani Defence & Aerospace
298,What is the new extended deadline for completing houses sanctioned under the Pradhan Mantri Awas Yojana-Urban (PMAY-U)?,31 March 2024,30 June 2025,31 December 2025,31 March 2026,31 December 2026,31 December 2025
299,Who won the Men's Singles title at the 82nd edition of the Italian Open Tennis 2025?,Novak Djokovic,Jannik Sinner,Daniil Medvedev,Rafael Nadal,Carlos Alcaraz,Carlos Alcaraz
300,Who tops the Sunday Times Rich List of the wealthiest individuals and families residing in the United Kingdom ?,Sir James Dyson and family,Sir Leonard Blavatnik,Idan Ofer,David and Simon Reuben and Family,Gopi Hinduja and Family,Gopi Hinduja and Family
301,Where was the national-level celebration of the International Day for Biological Diversity (IDB) 2025 held in India?,New Delhi,"Bhopal, Madhya Pradesh","Dehradun, Uttarakhand","Udaipur, Rajasthan","Hyderabad, Telangana","Udaipur, Rajasthan"
302,What percentage of Central Government housing has been reserved for persons with disabilities?,2%,3%,4%,5%,6%,4%
303,Which two unique research facilities were recently inaugurated by Dr. Jitendra Singh at NCPOR in Goa?,Bharat Bhavan and Ocean Bhavan,Sagar Bhavan and Polar Bhavan,Himalaya Bhavan and Arctic Bhavan,Maitri Bhavan and Himadri Bhavan,Deep Ocean Bhavan and Ice Core Bhavan,Sagar Bhavan and Polar Bhavan
304,Which chemical banned under FSSAI norms is often illegally used for fruit ripening?,Ethylene,Calcium carbide,Formalin,Sulphur dioxide,Ammonium nitrate,Calcium carbide
305,What is the primary objective of the ‘Indira Soura Giri Jala Vikasam’ scheme launched by the Telangana government?,To provide free housing to tribal communities,To distribute solar lanterns in rural areas,To offer free solar-powered irrigation to tribal farmers,To promote tourism in tribal belts,To set up water purification plants in forest villages,To offer free solar-powered irrigation to tribal farmers
306,What was the reason RBI imposed a penalty of Rs.63.6 lakh on Union Bank of India?,Fraudulent loan sanction,Violation of KYC norms,Non-compliance with agricultural credit norms,Delay in financial reporting,ATM fraud cases,Non-compliance with agricultural credit norms
307,"By what percentage did India’s net FDI decline in 2024–25 compared to 2023– 24, as per RBI data? l",86.2%,90.1%,96.5%,98.3%,99.7%,96.5%
308,On which date did LIC set the Guinness World Record for most life insurance policies sold in 24 hours?,"January 10, 2025","February 1, 2025","January 20, 2025","March 15, 2025","December 31, 2024","January 20, 2025"
309,How much surplus will the RBI transfer to the Government of India for FY25?,Rs.2.10 lakh crore,Rs.2.30 lakh crore,Rs.2.68 lakh crore,Rs.2.50 lakh crore,Rs.3.00 lakh crore,Rs.2.68 lakh crore
310,"Which fintech platform based in New Delhi received in-principle approval from RBI for a Payment Aggregator license under the Payment and Settlement Systems Act, 2007?",PayU,QuickPay,Getepay,Razorpay,Cashfree,QuickPay
311,What is the primary objective of India's Kaladan Multi-Modal Transit Transport Project (KMTTP)?,To develop a naval base in the Bay of Bengal,To bypass China and connect with ASEAN via Thailand,To enhance connectivity between Kolkata and North-East India via Myanmar,To construct a railway between Assam and Bangladesh,To promote cruise tourism between India and Myanmar,To enhance connectivity between Kolkata and North-East India via Myanmar
312,Who have been appointed as the ambassadors for the FIBA Women’s Asia Cup 2025?,Rui Machida and Sun Mengran,Yuko Oga and Miao Lijie,Ramu Tokashiki and Wang Lili,Xu Han and Monica Okoye,Lin Lin and Asami Yoshida,Yuko Oga and Miao Lijie
313,What was the central theme of the 10th NITI Aayog Governing Council meeting chaired by PM Modi?,"Viksit Rajya, Viksit Bharat @2047",Vision Bharat 2047,Developed India @2030,Aatma Nirbhar States @2047,Digital India Mission @2047,"Viksit Rajya, Viksit Bharat @2047"
314,What is the name of U.S. President Donald Trump’s proposed missile defense plan inspired by Israel’s Iron Dome?,Steel Wall,Golden Dome,Eagle Shield,Sky Protector,Thunder Shield,Golden Dome
315,"In which country is Mount Lewotobi Laki-Laki, recently in the news for volcanic eruption, located?",Philippines,Japan,Indonesia,Papua New Guinea,Malaysia,Indonesia
316,"Which country became India’s fourth-largest crude oil supplier in April 2025, surpassing the UAE?",United States of America,Canada,Iran,Brazil,Nigeria,United States of America
317,"Which two companies will be included in the Sensex index replacing Nestle India and IndusInd Bank from June 23, 2025?",Tata Motors and Infosys,Trent and Bharat Electronics,Reliance and HDFC Ltd,BEL and ITC,None of the above,Trent and Bharat Electronics
318,Where was the BRICS Energy Ministers’ Meeting 2025 held under the theme “Strengthening Global South Cooperation for More Inclusive and Sustainable Governance”?,"New Delhi, India","Shanghai, China","Pretoria, South Africa","Brasília, Brazil","Moscow, Russia","Brasília, Brazil"
319,"Where was the rare 16th-century inscription, recording the death of 6,307 people due to drought, discovered?","Guttala, Haveri district, Karnataka","Hampi, Karnataka","Belur, Karnataka","Badami, Karnataka","Halebidu, Karnataka","Guttala, Haveri district, Karnataka"
320,"As per USDA, which two countries will lead the global sugar output increase in 2025-26?",China and Mexico,India and Brazil,US and EU,Thailand and Australia,Russia and South Africa,India and Brazil
321,What major decision did the Supreme Court make regarding pensions of retired High Court Judges in 2025?,Introduced NPS for all judges,Increased retirement age to 68,Ordered ‘One Rank One Pension’ for all retired High Court judges,Pension only for Chief Justices,Fixed pension based on years of service,Ordered ‘One Rank One Pension’ for all retired High Court judges
322,What is the new maximum number of voters allowed in a polling booth as per the latest guidelines of the Election Commission of India (ECI)?,1000,1100,1200,1300,1500,1200
323,Where was the foundation stone for the Integrated Aqua Park under PMMSY laid?,"Agartala, Tripura","Shillong, Meghalaya","Kohima, Nagaland","Aizawl, Mizoram","Kailashahar, Tripura","Kailashahar, Tripura"
324,On which occasion did the Department of Empowerment of Persons with Disabilities organize the ‘Inclusive India Summit’ in New Delhi in 2025?,International Day of Persons with Disabilities,World Disability Day,Global Accessibility Awareness Day,National Inclusion Day,UN Day for Equality,Global Accessibility Awareness Day
325,Which country was recently admitted as a new member of the New Development Bank (NDB) established by BRICS nations?,Nigeria,Algeria,Sri Lanka,Iran,Turkey,Algeria
326,Which bank signed MOU with Atal Incubation Centre (AIC) Software Technology Parks of India Next (STPINEXT) to provide essential financial solutions and structural support to early-stage startups ?,Federal Bank,Axis Bank,IndusInd Bank,HDFC Bank,Kotak Mahindra Bank,IndusInd Bank
327,Which state government formulate first-of-its-kind ‘Composite Backwardness Index’ ?,Telangana,Andhra Pradesh,Punjab,Uttar Pradesh,Haryana,Telangana
328,Which organization did the Apparel Export Promotion Council (AEPC) sign an MoU with to promote sustainable manufacturing in India’s garment industry?,Bureau of Energy Efficiency,Green Business Certification Institute,National Green Tribunal,United Nations Environment Programme,Central Pollution Control Board,Green Business Certification Institute
329,What is the title of the book that reignited the debate over U.S. President Joe Biden’s health during his 2024 re-election campaign?,Original Sin,The Decline,Final Days,Hidden Truth,Behind the Curtain,Original Sin
330,How many all-party delegations has the Government of India formed to brief foreign nations about Operation Sindoor and its stance against terrorism?,7,8,9,10,11,7
331,Who hosted the 24th Indian Ocean Rim Association (IORA) Council of Ministers meeting?,India,Sri Lanka,Maldives,Bangladesh,Mauritius,Sri Lanka
332,"According to the World’s Wealthiest Cities Report 2025, which Indian city is the wealthiest, and what is its global rank?",Bengaluru – 35th,Delhi – 21st,Mumbai – 27th,Hyderabad – 39th,Chennai – 30th,Mumbai – 27th
333,Which railway entity is being merged with Indian Railways after receiving approvals from multiple states including Maharashtra?,Konkan Railway,Eastern Coastal Railway,South Central Railway,Western Railway,Southern Railway,Konkan Railway
334,Amity University Online (AUO) signed an MoU with which sports body to offer educational opportunities to players?,BCCI,Wrestling Federation of India,Hockey India,All India Football Federation,Indian Olympic Association,Hockey India
335,which state launches Mahavistar App to support farmers ahead of the Kharif season ?,Uttar Pradesh,Rajasthan,Tamil Nadu,Jharkhand,Maharashtra,Maharashtra
336,Which department has announced the sharing of “Financial Fraud Risk Indicators (FRI)” to help combat cyber fraud?,Ministry of Finance,Ministry of Electronics and IT,Reserve Bank of India,Department of Telecommunications,National Payments Corporation of India,Department of Telecommunications
337,"How many Kirti Chakras were conferred during the Defence Investiture Ceremony 2025 (Phase-I), and who presented the awards?","5 Kirti Chakras, by Prime Minister Narendra Modi","4 Kirti Chakras, by Defence Minister Rajnath Singh","6 Kirti Chakras, by President Droupadi Murmu","7 Kirti Chakras, by Chief of Defence Staff","3 Kirti Chakras, by Vice President Jagdeep Dhankhar","6 Kirti Chakras, by President Droupadi Murmu"
338,Which state launched the i-PRAGATI and Tera Tujhko Arpan portals to enhance investigation transparency and expedite cybercrime refunds?,Rajasthan,Gujarat,Maharashtra,Uttar Pradesh,Madhya Pradesh,Gujarat
339,Which state government introduce Rahveer Scheme for Accident Victims ?,Maharashtra,Gujarat,Rajasthan,Madhya Pradesh,Haryana,Madhya Pradesh
340,National Aerospace Laboratories conducted pre-monsoon flight tests for its indigenous High-Altitude Platform (HAP) prototype at which location?,Hyderabad,Bengaluru,"Challakere, Karnataka",Pune,Visakhapatnam,"Challakere, Karnataka"
341,Which country has signed an agreement with Mauritius to transfer sovereignty over the Chagos Islands while retaining control of the Diego Garcia military base for 99 years?,United States,Australia,United Kingdom,France,Canada,United Kingdom
342,When is Commonwealth Day celebrated in India?,20 May,21 May,22 May,23 May,24 May,24 May
343,"As per the RBI data released in May 2025, what was the total outward remittance under the Liberalised Remittance Scheme (LRS) for FY 2024-25?",USD 31.24 billion,USD 27.89 billion,USD 29.56 billion,USD 26.42 billion,USD 32.10 billion,USD 29.56 billion
344,Which district has designated Melastoma malabathricum (Athirani) as its official flower along with other biodiversity symbols?,Wayanad,Idukki,Ernakulam,Kozhikode,Alappuzha,Kozhikode
345,Who among the following was placed in the ‘Trailblazers’ category in TIME 100 Most Influential People in Philanthropy 2025 list?,Azim Premji,Nikhil Kamath,Anand Giridharadas,Reeta Roy,Nita Ambani,Nikhil Kamath
346,The Ministry of Ayush signed an agreement with which organization to develop a Traditional Medicine Module under the International Classification of Health Interventions (ICHI)?,United Nations,World Health Organization (WHO),UNESCO,World Bank,International Monetary Fund,World Health Organization (WHO)
347,Who has been appointed as India’s 37th men’s Test captain in 2025?,Rishabh Pant,KL Rahul,Jasprit Bumrah,Shubman Gill,Ravindra Jadeja,Shubman Gill
348,"Which organization is India submitting a dossier to, urging the re-listing of Pakistan in the grey list for non-compliance with commitments on terror financing and money laundering?",FATF,United Nations,INTERPOL,IMF,World Bank,FATF
349,"In 2025, which country's Accountability Authority was elected to the Executive Board of the International Association of Anti-Corruption Authorities (IAACA)?",India,United States,United Arab Emirates,China,United Kingdom,United Arab Emirates
350,How much central assistance has been approved for the Yamuna cleaning project under AMRUT 2.0?,"Rs.1,000 crore",Rs.804 crore,"Rs.3,104 crore",Rs.800 crore,Rs.500 crore,Rs.800 crore
351,Where was the 1st edition of the Khelo India Beach Games (KIBG) 2025 held?,Goa,Kochi,Puducherry,Diu,Chennai,Diu
352,"What is the name of the first community radio station launched in Pithoragarh, Uttarakhand to serve border communities?",Radio Pahad,Uttarakhand Voice,Panchshul Pulse,Border Echo,Mountain Melody,Panchshul Pulse
353,What is the EPF interest rate approved by the Government of India for FY2024-25?,8.00%,8.15%,8.20%,8.25%,8.50%,8.25%
354,Who has been appointed as the 48th and youngest President of Ecuador in 2025?,Guillermo Lasso,María José Pinto,Daniel Noboa /,Rafael Correa,Lenin Moreno,Daniel Noboa /
355,"Which state launched the ‘One Family, One Entrepreneur’ policy to foster entrepreneurship in every household?",Telangana,Karnataka,Gujarat,Andhra Pradesh,Odisha,Andhra Pradesh
356,Which annual sports event has been announced by the government to be held in one of the eight Northeastern states every year?,National Youth Games,Khelo India Northeast Games,Bharat Sports Mahotsav,Northeast Sports Festival,Tribal Talent Hunt Games,Khelo India Northeast Games
357,Where was India’s first 9000 HP electric locomotive manufactured?,Kharagpur,Dahod,Varanasi,Visakhapatnam,Raipur,Dahod
358,Where was Uttarakhand’s first dedicated Cycad Garden inaugurated to conserve ancient and endangered cycad species?,Dehradun,Mussoorie,Ranikhet,Haldwani,Almora,Haldwani
359,Which region’s fireworks industry has applied for a Geographical Indication (GI) tag in India?,Moradabad,Sivakasi,Jaipur,Hyderabad,Varanasi,Sivakasi
360,When is Africa Day celebrated annually?,15 May,25 May,10 May,30 May,27 May,25 May
361,Which company recently received final SEBI approval to launch a mutual fund business as a 50:50 joint venture between Jio Financial Services and BlackRock?,Reliance BlackRock AMC,Jio BlackRock AMC,BlackRock JFS AMC,Jio Mutual AMC,Reliance Financial AMC,Jio BlackRock AMC
362,"Which Indian institute was recently inducted into the HERITAGE Network, a consortium of Indian and European technical institutions?",IIT Madras,NIT Trichy,NIT Calicut,IISc Bangalore,IIT Delhi,NIT Calicut
363,The Ministry of MSME partnered with which foreign office for the Support for Commercialisation of Intellectual Property (MSME-SCIP) programme?,US Patent and Trademark Office,European Patent Office,Danish Patent and Trademark Office,Japan Patent Office,UK Intellectual Property Office,Danish Patent and Trademark Office
364,Who won the Formula One (F1) Monaco Grand Prix 2025 held in Monte Carlo?,Max Verstappen,Charles Leclerc,Lewis Hamilton,Lando Norris,Sergio Pérez,Lando Norris
365,“Bal Vivah Mukt Bharat” campaign aims to eradicate child marriage in India by which year ?,2026,2027,2028,2029,2030,2030
366,Which countries collaborated with India for hosting the Second Blue Talks in New Delhi ahead of the 3rd UN Ocean Conference (UNOC3)?,USA and UK,France and Costa Rica,Germany and Japan,Australia and Italy,Norway and Brazil,France and Costa Rica
367,"Which organization published the report titled ""Designing a Policy for Medium Enterprises""?",Reserve Bank of India,Ministry of MSME,NITI Aayog,Confederation of Indian Industry,Department for Promotion of Industry and Internal Trade,NITI Aayog
368,"Who is the author of the book “Test Cricket: A History”, which chronicles 150 years of Test cricket? L",Gideon Haigh,Tim Wigmore,Rahul Bhattacharya,Mike Brearley,James Anderson,Tim Wigmore
369,What is the name of Google’s AI-first restructuring strategy unveiled at the 2025 I/O Developers Conference?,Project Neural Net,AI Nest,AI Matryoshka,Gemini Grid,IntelliStack,AI Matryoshka
370,Which country criticized former U.S. President Donald Trump's plan to rename the Persian Gulf as a cultural attack?,Saudi Arabia,Iraq,Iran,Qatar,Kuwait,Iran
371,Which rare mineral found in Gujarat’s Kachchh region is being studied by Indian researchers as a potential geological clock for Mars exploration?,Hematite,Jarosite,Magnetite,Gypsum,Goethite,Jarosite
372,What is the theme of the 9th Edition of the India Mobile Congress 2025 unveiled by Shri Jyotiraditya M. Scindia?,Digital India for All,Innovate to Transform,Connecting the Future,Telecom for Progress,Empowering Youth,Innovate to Transform
373,Where was India’s first Mahouts’ Village inaugurated by Tamil Nadu CM M.K. Stalin?,Anamalai Tiger Reserve,Periyar Wildlife Sanctuary,Sathyamangalam Tiger Reserve,Mudumalai Tiger Reserve,Bandipur National Park,Mudumalai Tiger Reserve
374,Which country has India overtaken to become the world’s fourth-largest economy as per market price GDP?,Germany,United Kingdom,France,Japan,Canada,Japan
375,What is the name of the new mascot unveiled by NLC India Limited on its 69th Raising Day?,Ligno,Neyon,Shakti,N-Lion,Veeron,Neyon
376,Where was the 15th BRICS Trade Ministers’ Meeting held under the presidency of Brazil?,India,Russia,Brazil,China,South Africa,Brazil
377,At which tournament did Novak Djokovic win his 100th career singles title?,Wimbledon,Australian Open,US Open,Geneva Open,French Open,Geneva Open
378,Who was awarded the prestigious Raja Ramanna Chair by the Department of Atomic Energy in 2025?,Tessy Thomas,Ritu Karidhal,Manorama Sunkara Vardhireddy,Soumya Swaminathan,Gagandeep Kang,Manorama Sunkara Vardhireddy
379,Which company successfully fired India’s first electric motor-driven semi- cryogenic engine?,ISRO,AgniKul Cosmos,DRDO,Skyroot Aerospace,Antrix Corporation,AgniKul Cosmos
380,"Which renowned Sri Lankan actress, known as the “Queen of Sri Lankan Cinema,” passed away at the age of 78?",Malini Fonseka,Anoja Weerasinghe,Swarna Mallawarachchi,Geetha Kumarasinghe,Nita Fernando,Malini Fonseka
