Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
262,Jio Payments Bank has won the MLFF project to implement a FASTag-based ANPR system between which two cities?,Delhi and Agra,Mumbai and Pune,Gurugram and Jaipur,Bengaluru and Mysuru,Hyderabad and Vijayawada,Gurugram and Jaipur
263,What are the key changes introduced in the Reserve Bank of India’s bank locker rules for 2025?,Mandatory revised agreement and digital copy for customers,"Biometric access, 24×7 CCTV, and alerts on locker access",Compensation up to 100 times annual rent if the bank is at fault,Updated indicative annual rent based on locker size and city,All of the above,All of the above
264,"According to CBDT data, India’s net direct tax collection grew by what percentage to ₹11.89 lakh crore during April–October 2025?",4.8%,5.5%,6.3%,7.2%,8.1%,6.3%
265,Which city has launched India’s first QR code-based kiosk for traffic challan payments?,Mumbai,Gurugram,Bengaluru,Hyderabad,Pune,Gurugram
266,The Government of India has revised guidelines to allow candidates from which sector to apply for top leadership roles like Managing Director (MD) in SBI and Executive Director (ED) in Public Sector Banks (PSBs)?,Defence Sector,Private Sector,Cooperative Sector,Public Enterprises,Non-Banking Financial Companies (NBFC) Sector,Private Sector
267,What was India’s retail inflation rate in September 2025 — the lowest in 8 years?,2.6%,1.8%,1.54%,1.46%,3.1%,1.54%
268,What is the total planned hydroelectric capacity from the Brahmaputra basin by 2047?,64 GW,69 GW,76 GW,80 GW,72 GW,76 GW
269,What recent initiative has CBIC introduced for IFSC code registration to enhance Ease of Doing Business?,System-based auto-approval for IFSC code registration,Manual verification of IFSC code by Port officers,Offline submission of IFSC registration forms,Annual renewal of IFSC code registration,Linking IFSC code registration with PAN card only,System-based auto-approval for IFSC code registration
270,Which category of voters can now cast their vote through postal ballot as per the Election Commission’s recent notification?,Electors above 85 years of age,Electors with benchmark disabilities,Electors on essential services on the date of poll,Media persons authorized for poll day coverage,All of the above,All of the above
271,Where was the 6th edition of the Global Fintech Festival (GFF 2025) held?,"Bengaluru, Karnataka","Hyderabad, Telangana","Mumbai, Maharashtra","New Delhi, Delhi","Pune, Maharashtra","Mumbai, Maharashtra"
272,Who among the following were awarded the Nobel Prize in Economic Sciences 2025 for explaining innovation-driven economic growth?,"Abhijit Banerjee, Esther Duflo and Michael Kremer","Joel Mokyr, Philippe Aghion and Peter Howitt","Thomas Sargent, Paul Romer and Robert Solow","Angus Deaton, Jean Tirole and Joseph Stiglitz","Oliver Hart, Bengt Holmström and Richard Thaler","Joel Mokyr, Philippe Aghion and Peter Howitt"
273,Who won the Kenton R. Miller Award for Innovation in National Parks and Protected Area Sustainability at the IUCN World Conservation Congress 2025?,Kenton R. Miller,Roque Simón Sevilla Larrea,Vahagn Khachaturyan,Dr. Sonali Ghosh,None of the above,Dr. Sonali Ghosh
274,Which three major ports have been officially recognised as Green Hydrogen Hubs under India’s National Green Hydrogen Mission?,Deendayal Port (Gujarat),V. O. Chidambaranar Port (Tamil Nadu),Paradip Port (Odisha),Both A and B,"All A, B and C","All A, B and C"
275,"What is ‘Breathable Art’, recently inaugurated at Swarn Jayanti Park, Rohini?",An art installation made of air-purifying plants to raise awareness on air pollution,A sculpture made from recycled plastics to promote waste management,A digital exhibition on environmental conservation,A mobile air quality monitoring station,A campaign on electric vehicle promotion,An art installation made of air-purifying plants to raise awareness on air pollution
276,"Who won the 48th Mrs. Universe crown in 2025, becoming the first Indian to do so?",Sherry Singh,Urmimala Boruah,Priyanka Chopra,Lara Dutta,Sushmita Sen,Sherry Singh
277,What percentage of interest subsidy will MSME exporters receive under the new scheme announced by the Government of India?,2%,3%,4%,5%,6%,3%
278,"What is SAKSHAM, recently initiated by the Indian Army, and what is its purpose?","A high-end, modular Command and Control (C2) System for countering unmanned aerial threats",A new indigenous tank for frontline operations,An advanced missile defense system,A satellite-based communication system,A cyber-security platform for the Indian Army,"A high-end, modular Command and Control (C2) System for countering unmanned aerial threats"
279,Which country has recently become the newest State Member of the International Union for Conservation of Nature (IUCN)?,Kazakhstan,Georgia,Azerbaijan,Armenia,Uzbekistan,Armenia
280,"During Prime Minister Narendra Modi’s State visit to Brazil in July 2025, what bilateral trade target was set between India and Brazil for the next five years?",USD 10 billion,USD 15 billion,USD 20 billion,USD 25 billion,USD 30 billion,USD 20 billion
281,"What is the Flipkart Bharat Yatra Card, and which payment network powers it?",A credit card powered by Visa,A debit card powered by Mastercard,A prepaid transit card powered by RuPay,A loyalty card powered by American Express,A gift card powered by UPI,A prepaid transit card powered by RuPay
282,What is the main purpose of RBI’s Digital Payments Intelligence Platform (DPIP)?,Boost UPI transaction limits,Detect and prevent payment frauds in real time,Promote credit card usage,Enable offline digital payments,Create a digital rupee monitoring system,Detect and prevent payment frauds in real time
283,Which bank signed an MoU with the BSF under the Rakshak Salary Package to enhance financial benefits for personnel and veterans?,State Bank of India,Bank of India,Punjab National Bank,Canara Bank,HDFC Bank,Bank of India
284,Which company has partnered with NPCI to launch India’s first wearable payments ecosystem?,PhonePe,Paytm,Muse Wearables,Pine Labs,Razorpay,Muse Wearables
285,What are the key changes introduced by RBI in 2025 regarding CIBIL scores for bank customers?,CIBIL scores will now be updated twice a month,Customers will be informed whenever their score is checked,Banks cannot reject requests secretly; reasons must be communicated,Customers get one free full credit report per year,All of the above,All of the above
286,"Under the new EPFO withdrawal rules, what percentage of the Provident Fund balance can members now withdraw?",50%,75%,90%,100%,25%,100%
287,Who launched three new door-to-door freight and parcel services from New Delhi?,Piyush Goyal,Nirmala Sitharaman,Ashwini Vaishnaw,Jyotiraditya Scindia,Hardeep Singh Puri,Ashwini Vaishnaw
288,Who has been reappointed as the Prime Minister of France by President Emmanuel Macron in October 2025?,François Bayrou,Élisabeth Borne,Sébastien Lecornu,Gabriel Attal,Jean Castex,Sébastien Lecornu
289,What is Exercise AUSTRAHIND 2025 and where was it held?,A bilateral naval exercise between India and Australia,A special forces exercise,A joint air force exercise,A UN peacekeeping drill,A bilateral army exercise between India and Australia,A bilateral army exercise between India and Australia
290,"Which initiative has NeGD partnered with to provide advisory support for platform integration, security, and governance under the Ministry of Electronics & IT?",Ola Cabs,Bharat Taxi,Uber India,Meru Cabs,Rapido,Bharat Taxi
291,"Who won the inaugural Archery Premier League (APL) in 2025 after a thrilling shoot-off at Yamuna Sports Complex, New Delhi?",Prithviraaj Yodhas,Rajputana Royals,Delhi Archers,Jaipur Titans,Rajasthan Rangers,Rajputana Royals
292,Which state is hosting the BHASHINI Rajyam Workshop organized by the Digital India BHASHINI Division of MeitY?,Tamil Nadu,Kerala,Karnataka,Andhra Pradesh,Telangana,Kerala
293,"Which two Indian Navy ships were decommissioned at Naval Dockyard, Mumbai after over three decades of service?",INS Abhay and INFAC T-82,INS Vikrant and INS Delhi,INS Trikand and INS Tarkash,INS Kirpan and INS Kora,INS Ranvijay and INS Rajput,INS Abhay and INFAC T-82
294,Which two agricultural schemes were launched by the Government of India in 2025 to promote crop diversification and pulse self-sufficiency?,PM Kisan Samman Nidhi & Pradhan Mantri Fasal Bima Yojana,PM Dhan Dhaanya Krishi Yojana & Mission for Aatmanirbharta in Pulses,Soil Health Card Scheme & National Food Security Mission,Pradhan Mantri Krishi Sinchai Yojana & Rashtriya Krishi Vikas Yojana,PM Crop Diversification Scheme & Pulse Development Mission,PM Dhan Dhaanya Krishi Yojana & Mission for Aatmanirbharta in Pulses
295,What is the purpose of the ‘Shraddhanjali’ scheme launched by Assam CM Himanta Biswa Sarma?,To provide free education to children in Assam,To ensure dignified return of mortal remains of Assamese residents dying outside the state,To promote tourism in Assam,To provide health insurance to low-income families,To support farmers with crop insurance,To ensure dignified return of mortal remains of Assamese residents dying outside the state
296,Which institute has signed an MoU with the Ministry of Minority Affairs for a skilling project under the PM VIKAS scheme?,IIT Madras,IIT Delhi,IIT Palakkad,IIT Bombay,IIT Kanpur,IIT Palakkad
297,Who won the top prize at the Big Cat Conservation Awards 2025 organised by MoEFCC and IBCA?,Abhijit Chattopadhyay,Rajarshi Banerji,Narayan Malu,Anil Kumar,Vivek Menon,Rajarshi Banerji
298,NPCI International Payments Ltd (NIPL) has signed an MoU with which company for UPI acceptance in Japan?,Sony Japan,NTT DATA Japan,Rakuten Payments,SoftBank Pay,Mitsubishi Finance,NTT DATA Japan
299,What is the extended deadline for the 16th Finance Commission to submit its report?,"October 31, 2025","November 30, 2025","December 31, 2025","January 31, 2026","February 28, 2026","November 30, 2025"
300,When was the RBI Retail Direct Scheme (RDS) launched to allow individual investors to invest directly in Government Securities (G-Secs)?,January 2020,November 2021,March 2022,July 2023,April 2024,November 2021
301,Under which fund did NABARD recently announce its investment at the Global Fintech Festival 2025?,AgriVikas Fund,AgriSURE Fund,RuralTech Fund,Kisan Innovation Fund,FinAgri Fund,AgriSURE Fund
302,How many UPI transactions were processed in September 2025?,20.01 billion,19.63 billion,18.75 billion,21.5 billion,22.0 billion,19.63 billion
303,"Who will inaugurate four farmers’ training and agro-processing centres in Koppal, Raichur, Ballari, and Vijayanagara districts of Karnataka?",Narendra Singh Tomar,Nirmala Sitharaman,Amit Shah,Piyush Goyal,Rajnath Singh,Nirmala Sitharaman
304,"As per the latest IMF World Economic Outlook, what is India’s projected GDP growth rate for FY 2025–26?",6.2%,6.4%,6.6%,6.8%,6.9%,6.6%
305,"Which Indian IT company has secured a ₹14,000 crore deal from the UK’s NHS to modernize its workforce management system?",TCS,Wipro,Infosys,Cognizant,Tech Mahindra,Infosys
306,What is the SPARK 4.0 program launched by the Ministry of AYUSH?,A scholarship for MBBS students,A short-term research program for BAMS students,A nationwide Ayurveda awareness campaign,A postgraduate Ayurveda fellowship,A training program for Ayurveda faculty,A short-term research program for BAMS students
307,Which Indian shipyard has recently been granted ‘Mini-Ratna’ status?,Cochin Shipyard Limited,Mazagon Dock Shipbuilders,Hindustan Shipyard Limited,Garden Reach Shipbuilders,Goa Shipyard Limited,Hindustan Shipyard Limited
308,Who was appointed as President-Elect of the Federation of Indian Chambers of Commerce & Industry (FICCI) for 2025–26?,Harsha Vardhan Agarwal,Anant Goenka,Jyoti Vij,Ratan Tata,Sunil Bharti Mittal,Anant Goenka
309,Where was the 1st edition of the India-South Korea naval bilateral exercise held?,Mumbai,Visakhapatnam,Busan,Chennai,Goa,Busan
310,Which organization issued a global medical alert regarding contaminated cough syrups linked to child deaths in India?,UNICEF,WHO,ICMR,NITI Aayog,CDSCO,WHO
311,Which state in India had 5 of its beaches receive the international Blue Flag certification for the first time?,Maharashtra,Kerala,Goa,Tamil Nadu,Odisha,Maharashtra
312,Google announced a $15 billion investment to set up India’s largest AI hub in which state?,Karnataka,Maharashtra,Andhra Pradesh,Gujarat,Tamil Nadu,Andhra Pradesh
313,What was the name of the DRI operation under which 10.488 kg of foreign- origin gold was seized at Mumbai Airport?,Operation Golden Sweep,Operation Gold Dust,Operation Yellow Shine,Operation Bullion Net,Operation Aurum,Operation Golden Sweep
314,What is India’s rank in the 2025 Henley Passport Index?,80th,85th,75th,90th,70th,85th
315,The Labour Ministry recently signed an MoU with which company to enhance gig and tech-enabled livelihood opportunities through the National Career Service (NCS) platform?,Amazon,Swiggy,Zomato,Rapido,Zepto,Zomato
316,Who became the first Indian Managing Director (MD) and CEO of Hyundai Motor India Limited (HMIL)?,Unsoo Kim,Vikram Mehta,Rakesh Sharma,Sunil Bhagat,Tarun Garg,Tarun Garg
317,Which Union Minister visited the India Meteorological Department to review the Web-GIS based Multi-Hazard Early Warning Decision Support System?,Dr. Harsh Vardhan,Dr. Jitendra Singh,Dr. Ashwini Kumar,Dr. S. Jaishankar,Dr. Ramesh Pokhriyal,Dr. Jitendra Singh
318,Which Indian city has been recommended to host the centenary edition of the Commonwealth Games?,Delhi,Mumbai,Bengaluru,Ahmedabad,Kolkata,Ahmedabad
319,What is the name of the scheme launched by UIDAI to foster innovation and collaboration in the digital identity domain?,DigiTech India,Innovation with Aadhaar (IWA),Digital Identity Innovation Program,Aadhaar Innovation Hub,Scheme for Innovation and Technology Association with Aadhaar (SITAA),Scheme for Innovation and Technology Association with Aadhaar (SITAA)
320,"Who has been appointed as the Managing Director & CEO of Suryoday Small Finance Bank, with tenure extended until January 22, 2029?",Umesh Revankar,Baskar Babu Ramachandran,Vishal Kapoor,Ramesh Iyer,Arvind Sharma,Baskar Babu Ramachandran
321,Which company has launched India’s first business-specific e-RUPI (Digital e- Rupee) voucher issuance platform?,CotoPay (Cotodel Technologies Pvt. Ltd.),PhonePe,Paytm Payments Bank,Razorpay,BharatPe,CotoPay (Cotodel Technologies Pvt. Ltd.)
322,Which company has partnered with PayU Finance to offer credit solutions to restaurant partners?,Swiggy,Zomato,Dunzo,BigBasket,FoodPanda,Swiggy
323,Bharti Airtel has partnered with which global technology firm to integrate AI tools into its cloud product?,Google,Amazon Web Services,Microsoft,IBM,Oracle,IBM
324,For which term was India elected unopposed to the United Nations Human Rights Council (UNHRC)?,2025–27,2026–28,2027–29,2024–26,2023–25,2026–28
325,"Who authored the book ‘Ready, Relevant and Resurgent II: Shaping a Future Ready Force’ released by Raksha Mantri Rajnath Singh?",Maj Gen (Dr) Ashok Kumar,Rajan Arya,General Anil Chauhan,Rajnath Singh,General Bipin Rawat,General Anil Chauhan
326,What was India’s rank and score in the 2025 Global Hunger Index (GHI)?,"95th, 23.5","102nd, 25.8","105th, 27.3","110th, 28.6","98th, 24.2","102nd, 25.8"
327,Which composer has collaborated with Google Cloud to develop the AI- powered metahuman digital avatar band “Secret Mountain”?,Ilaiyaraaja,A.R. Rahman,Shankar–Ehsaan–Loy,Amit Trivedi,Pritam,A.R. Rahman
328,"Under which rule of the Conduct of Elections Rules, 1961, can visually impaired voters take a companion to assist them while voting?",Rule 45N,Rule 47N,Rule 49N,Rule 50N,Rule 51N,Rule 49N
329,When and where will the fifth edition of Khelo India University Games (KIUG) be held?,"November 1–12, 2025 in Maharashtra","November 24 – December 5, 2025 in seven cities of Rajasthan","December 10–20, 2025 in Gujarat","October 15–25, 2025 in Punjab","November 5–15, 2025 in West Bengal","November 24 – December 5, 2025 in seven cities of Rajasthan"
330,What is Samudra Shakti 2025 and where was it held?,"A bilateral naval exercise between India and Indonesia, held at Visakhapatnam","A multilateral air force exercise, held in New Delhi","A coastal security drill by Indian Coast Guard, held in Chennai","An international army exercise, held in Rajasthan","A UN peacekeeping exercise, held in Mumbai","A bilateral naval exercise between India and Indonesia, held at Visakhapatnam"
331,Which year has the Gujarat government declared as the “Year of Urban Development”?,2023,2024,2025,2026,2027,2025
332,What financial assistance enhancements were approved by Raksha Mantri Rajnath Singh for Ex-Servicemen (ESM) and their dependents?,Only Penury Grant doubled,Only Marriage Grant increased,Only Education Grant increased,"Penury Grant, Education Grant, and Marriage Grant increased",No changes approved,"Penury Grant, Education Grant, and Marriage Grant increased"
333,The Institute of Chartered Accountants of India (ICAI) has collaborated with which ministry to support India’s national Artificial Intelligence Mission?,Ministry of Finance,Ministry of Electronics and Information Technology,Ministry of Corporate Affairs,Ministry of Commerce and Industry,NITI Aayog,Ministry of Electronics and Information Technology
334,"Which parachute system did the Indian Air Force successfully test from an altitude of 32,000 feet?",Military Combat Parachute System (MCPS),HAL Para System,Advanced Tactical Parachute (ATP),DRDO Airborne System,High-Altitude Jump Parachute (HAJP),Military Combat Parachute System (MCPS)
335,Which airline has launched the ‘Fare Se Fursat’ fixed airfare scheme aimed at reducing fluctuating airfares in India?,IndiGo,Air India Express,Alliance Air,Akasa Air,SpiceJet,Alliance Air
336,Who inaugurated the Live Cases Dashboard of the Legal Information Management and Briefing System (LIMBS)?,Union Minister of Law and Justice Kiren Rijiju,Union Minister of State Arjun Ram Meghwal,Attorney General of India,Chief Justice of India,Minister of Corporate Affairs,Union Minister of State Arjun Ram Meghwal
337,Who has been elected as Co-Chair of the Regional Committee of UN Global Geospatial Information Management for Asia and the Pacific (UN-GGIM-AP) representing India?,Shri Rajesh Bhushan,Shri Sanjay Kumar,Shri Ajay Kumar,Shri Ramesh Chandra,Shri Hitesh Kumar S. Makwana,Shri Hitesh Kumar S. Makwana
338,"Who was T T Jagannathan, recently in the news for his passing?",Founder of Amul,Chairman Emeritus of TTK Prestige Ltd.,CEO of Infosys,Chairman of Tata Steel,Founder of Dabur,Chairman Emeritus of TTK Prestige Ltd.
339,What is commemorated on October 15 as World Students’ Day 2025?,Birth anniversary of Mahatma Gandhi,Birth anniversary of Dr. A.P.J. Abdul Kalam,National Education Day,International Youth Day,Teachers’ Day,Birth anniversary of Dr. A.P.J. Abdul Kalam
340,What is the current cap on deposit insurance premium per ₹100 of deposits as per RBI policy?,10 paise,12 paise,15 paise,20 paise,25 paise,12 paise
341,"What is the name of India’s first UPI platform exclusively for women, launched by Lxme?",Lxmepay,ShePay,WomenPay,FemmePay,LadyUPI,Lxmepay
342,Zepto recently raised $450 million funding at what valuation?,$3 billion,$5 billion,$6 billion,$7 billion,$8 billion,$7 billion
343,The Government of India plans to launch a new credit guarantee scheme for MSME exporters for loans up to what amount?,₹50 crore,₹75 crore,₹100 crore,₹125 crore,₹150 crore,₹100 crore
344,Which finance company is set to be classified as an Upper-Layer NBFC (NBFC- UL) under the RBI’s scale-based regulation framework?,Bajaj Finance,Axis Finance,Mahindra Finance,HDFC Ltd.,ICICI Finance,Axis Finance
345,State Bank of India (SBI) is likely to raise how much amount via 10-year Tier II Bonds?,"₹5,000 crore","₹6,000 crore","₹7,500 crore","₹10,000 crore","₹12,000 crore","₹7,500 crore"
346,Getepay has partnered with which bank for the deployment of its next- generation payment switch ‘Vega’?,AU Small Finance Bank,Ujjivan Small Finance Bank,ESAF Small Finance Bank,Jana Small Finance Bank,Suryoday Small Finance Bank,ESAF Small Finance Bank
347,"LIC recently increased its stake in Dr. Reddy’s Laboratories to what percentage as of October 15, 2025?",8.21%,9.50%,10.26%,11.00%,12.10%,10.26%
348,"According to RBI, which digital currency should be promoted over stablecoins for cross-border payments?",Bitcoin,Ethereum,CBDC (Central Bank Digital Currency),e-RUPI,Libra,CBDC (Central Bank Digital Currency)
349,"Which mascot has been unveiled for the 4th South Asian Athletics (SAAF) Senior Championships in Ranchi, Jharkhand?",Jharkhand Tiger,Tribal Spirit,Morabadi Eagle,Birsa Runner,Dalma,Dalma
350,"According to FSSAI’s recent directive, which labeling term cannot be used by food brands without WHO approval?",Electrolyte Drink,Energy Booster,ORS (Oral Rehydration Salts),Hydration Mix,Vitamin Water,ORS (Oral Rehydration Salts)
351,"Which airline has partnered with Digi Yatra to offer passengers a smooth, contactless boarding experience?",Air India,IndiGo,SpiceJet,GoAir,Vistara,IndiGo
352,"Since its inception in 2018, how many hospital admissions worth ₹1.29 lakh crore have been facilitated under Ayushman Bharat PM-JAY?",5 crore,7.5 crore,9.19 crore,10.74 crore,12 crore,9.19 crore
353,Which company is constructing the 12.9 km ropeway from Sonprayag to Kedarnath to reduce travel time from nine hours to 36 minutes?,Larsen & Toubro,Reliance Infrastructure,Adani Enterprises Ltd,Tata Projects,GMR Group,Adani Enterprises Ltd
354,Which fighter jet’s first LCA Tejas Mk1A was unveiled by Union Defence Minister Rajnath Singh at HAL Nashik?,Sukhoi Su-30,MiG-29,Dassault Rafale,HAL Tejas Mk1A,HAL Tejas Mk2,HAL Tejas Mk1A
355,Which university topped the Times Higher Education (THE) World University Rankings 2026?,Stanford University,Harvard University,University of Cambridge,University of Oxford,Massachusetts Institute of Technology (MIT),University of Oxford
356,Who received a 3-month extension as Chairman and Managing Director of BSNL and MTNL?,Anurag Thakur,A. Robert J. Ravi,Rajesh Kumar,Sanjay Mishra,P. K. Gupta,A. Robert J. Ravi
357,Who has been appointed as the new President of the Associated Chambers of Commerce and Industry of India (Assocham)?,Sanjay Nayar,Nirmal Kumar Minda,R. Dinesh,Harsh Goenka,Vikram Kirloskar,Nirmal Kumar Minda
358,What was the overall unemployment rate (UR) in India for persons aged 15 and above in September 2025 according to the PLFS Monthly Bulletin?,4.8%,5.0%,5.2%,5.5%,6.0%,5.2%
359,What is the purpose of the UNESCO Virtual Museum of Stolen Cultural Objects launched in 2025?,To showcase contemporary art from around the world,To address illicit trafficking of heritage items,To display natural history artifacts,To promote modern architecture,To provide virtual tourism experiences,To address illicit trafficking of heritage items
360,Which initiative was launched by IndiaAI under MeitY in 2025 to promote AI- based facial verification for public examinations?,ExamSecure Challenge,Face Authentication Challenge,AI Exam Guard,BioVerify Exam Initiative,Digital Exam Integrity Program,Face Authentication Challenge
361,RBI’s gold reserves recently crossed which milestone for the first time?,$50 billion,$75 billion,$90 billion,$100 billion,$120 billion,$100 billion
362,By how much did unclaimed money in mutual funds increase in 2024–25 compared to 2023–24?,21%,15%,10%,25%,30%,21%
363,"According to the amended IFSCA listing norms, what is the new maximum age limit for financial information in the offer document?",90 days,120 days,135 days,180 days,200 days,180 days
364,Which bank is set to acquire a ~60% stake in RBL Bank via preferential share issuance?,Emirates NBD Bank,ICICI Bank,HDFC Bank,State Bank of India,Axis Bank,Emirates NBD Bank
365,Which bank launched the short film “Making Cancer Care Accessible” to promote affordable cancer care during Breast Cancer Awareness Month?,Ujjivan Small Finance Bank,AU Small Finance Bank,Equitas Small Finance Bank,Suryoday Small Finance Bank,ESAF Small Finance Bank,Equitas Small Finance Bank
366,Which innovative feature did Bajaj Finserv AMC recently launch to link mutual fund investments with daily payments?,Invest & Spend Wallet,Pay with Mutual Fund,Instant Fund Transfer,Mutual Fund Cashback,UPI Redemption Link,Pay with Mutual Fund
367,"Which bank has partnered with Hitachi Payment Services to launch “Express Banking”, India’s first Digital Banking Point?",ICICI Bank,HDFC Bank,Axis Bank,IndusInd Bank,Yes Bank,Axis Bank
368,What were India’s total exports (merchandise + services) for April–September 2025 and their growth over the same period in 2024?,US$ 400.00 billion / 4.00% growth,US$ 413.30 billion / 4.45% growth,US$ 420.50 billion / 5.00% growth,US$ 430.00 billion / 4.80% growth,US$ 450.00 billion / 5.50% growth,US$ 413.30 billion / 4.45% growth
369,NITI Aayog’s ‘We Rise’ initiative has been launched in collaboration with which global organization?,World Bank,DP World,UN Women,IFC,FICCI,DP World
370,Which companies plan to establish India’s largest AI hub and data center campus in Visakhapatnam?,"Infosys, TCS, and Wipro","Google LLC, Adani Enterprises, and Bharti Airtel","Microsoft, Reliance, and HCL","Amazon, L&T, and Tech Mahindra","IBM, Tata Power, and Jio","Google LLC, Adani Enterprises, and Bharti Airtel"
371,Who are the main subjects of the book Sivam Subham: The Biography of a Couple?,M.S. Subba Lakshmi & T. Sadasivam,B.K. Harinarayanan & Parameswaran,Shah Rukh Khan & Karan Johar,Kiran Rao & Laapataa Ladies Cast,M.S. Subba Lakshmi & B.K. Harinarayanan,M.S. Subba Lakshmi & T. Sadasivam
372,Who flagged off the first batch of BrahMos missiles manufactured at Lucknow’s BrahMos Production Facility?,Narendra Modi,Rajnath Singh & Yogi Adityanath,Nirmala Sitharaman,Manohar Parrikar,Piyush Goyal,Rajnath Singh & Yogi Adityanath
373,What is the target set by Defence Minister Rajnath Singh for India’s defence manufacturing by 2029?,₹1.5 lakh crore,₹2 lakh crore,₹3 lakh crore,₹4 lakh crore,"₹50,000 crore",₹3 lakh crore
374,From which platform was India’s Nag Mk II Anti-Tank Guided Missile (ATGM) successfully test-fired recently?,Arjun Main Battle Tank,Future Combat Vehicle,T-90 Tank,BMP Infantry Combat Vehicle,Zoravar Light Tank,Zoravar Light Tank
375,Which aircraft model is being introduced in India under the partnership between Mahindra Group and Embraer Defense & Security?,C-130 Hercules,C-390 Millennium,IL-76 Falcon,AN-32 Plus,KC-390 Atlas,C-390 Millennium
376,"During the 9th edition of Deepotsav in Ayodhya, how many earthen lamps were lit along the ghats of the Saryu River?",12.5 lakh,18.32 lakh,35.50 lakh,30.00 lakh,26.17 lakh,26.17 lakh
377,What rank did India achieve in the Mercer CFA Institute Global Pension Index (MCGPI) 2025?,52nd,50th,45th,55th,60th,52nd
378,"By 2047, how many kilometres of dedicated passenger corridors does Indian Railways plan to develop?","≈ 3,500 km","≈ 5,000 km","≈ 7,000 km","≈ 8,500 km","≈ 10,000 km","≈ 7,000 km"
379,"What is the theme of World Food Day 2025, observed on October 16?",Food for All,Sustainable Food Systems for a Healthy Planet,Ending Hunger by 2030,Nutritious Diets for Everyone,Agriculture and Climate Action,Sustainable Food Systems for a Healthy Planet
380,LIC Bima Lakshmi (881) Plan has been launched exclusively for which group?,Senior Citizens,Farmers,Females,Government Employees,Students,Females
381,Which two multilateral development banks recently signed a US $3 billion Sovereign Exposure Exchange Agreement (EEA) to enhance lending capacity for developing countries?,ADB and IMF,ADB and World Bank,World Bank and AIIB,ADB and NDB,AIIB and IMF,ADB and World Bank
382,What is the name of India’s first indigenously discovered antibiotic developed by the Department of Biotechnology in collaboration with Wockhardt?,Azithromycin,Nafithromycin,Erythromycin,Clarithromycin,Penicillin,Nafithromycin
383,"According to the Confederation of All India Traders (CAIT) national survey, what was the total value of goods sold during the 2025 Navratri-to-Diwali festive period?",₹4.25 lakh crore,₹4.40 lakh crore,₹6.05 lakh crore,₹4.75 lakh crore,₹5.40 lakh crore,₹4.40 lakh crore
384,"As per the recent IMO meeting, what decision was taken regarding the carbon-free shipping framework?",Framework was adopted immediately,Framework was postponed by one year,Framework was rejected permanently,A new fuel standard was implemented,Framework was replaced by the U.S. proposal,Framework was postponed by one year
385,"Who won the Formula 1 United States Grand Prix 2025, marking his 68th career victory?",Lewis Hamilton,George Russell,Charles Leclerc,Sergio Perez,Max Verstappen,Max Verstappen
386,On which platform will the AI-driven Mahabharat premiere digitally?,Doordarshan,SonyLIV,WAVES OTT,Disney+ Hotstar,Zee5,WAVES OTT
387,"Under Ayushman Bharat–PM-JAY, what percentage of total hospital admissions were women as per NHA Annual Report 2024–25?",35%,42%,49%,55%,60%,49%
388,What is the total outlay of the newly launched “Kapas Kranti Mission” aimed at boosting long-staple cotton cultivation?,₹400 crore,₹500 crore,₹800 crore,₹700 crore,₹600 crore,₹600 crore
389,Which Indian judge has been appointed as the Chair of the World Intellectual Property Organization’s (WIPO) Advisory Board of Judges for the 2025–2027 term?,Justice Hima Kohli,Justice Prathiba M. Singh,Justice Indu Malhotra,Justice B.V. Nagarathna,Justice Bela Trivedi,Justice Prathiba M. Singh
390,Which organization will launch 24–48 hour guaranteed Speed Post service by January 2026?,Indian Railways,India Post,India Logistics Corporation,BSNL,NTPC,India Post
391,"Which global technology and AI event recently hosted over 6,800 exhibitors, 2,000 startups, and 1,200 investors, including a strong participation from India?",CES Las Vegas,Mobile World Congress,GITEX Global,Hannover Messe,Web Summit,GITEX Global
392,"Where is India’s only Mud Volcano located, which erupted again in 2025 after 20 years?","Barren Island, Andaman","Baratang Island, Andaman & Nicobar",Great Nicobar Island,Lakshadweep Islands,"North Sentinel Island, Andaman","Baratang Island, Andaman & Nicobar"
393,Which ministry released the first edition of the ‘State Mining Readiness Index (SMRI)’ and state-level rankings to promote mining sector reforms?,Ministry of Coal,Ministry of Finance,Ministry of Commerce & Industry,NITI Aayog,Ministry of Mines,Ministry of Mines
394,What is observed on October 20 to highlight the importance of data in building a sustainable future?,World Data Day,International Analytics Day,World Statistics Day,Global Information Day,Data Science Awareness Day,World Statistics Day
395,What is observed on October 21 in India to honor police personnel who sacrificed their lives in the line of duty?,National Security Day,Police Commemoration Day,Martyrs’ Day,Armed Forces Flag Day,National Police Day,Police Commemoration Day
396,Which banks provided the $215 million term loan to AI Fleet Services IFSC for financing six Boeing 777-300 ER aircraft for Air India?,Standard Chartered and Bank of India,State Bank of India and Axis Bank,HDFC Bank and ICICI Bank,Citibank and Kotak Mahindra Bank,Punjab National Bank and IDBI Bank,Standard Chartered and Bank of India
397,ICICI Bank has partnered with which institution to construct a new cancer care centre in Maharashtra?,AIIMS Delhi,Tata Memorial Centre (TMC),Apollo Hospitals,Fortis Healthcare,Medanta Hospital,Tata Memorial Centre (TMC)
