Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
313,The 1st International Olympic Research Conference is set to be hosted in which state ?,Punjab,Uttar Pradesh,Vidarbha,Gujarat,Hyderabad,Gujarat
314,"Who has been given the additional charge of Director General, Bureau of Civil Aviation Security (BCAS)?",Kuldeep Singh,Amrit Mohan Prasad,Rakesh Asthana,Sujoy Lal Thaosen,Sanjay Arora,Amrit Mohan Prasad
315,Who has been appointed as the Director General of the Border Security Force (BSF)?,Rakesh Sharma,Anil Deshmukh,Mahesh Kumar Aggarwal,Rajendra Prasad Singh,Deepak Verma,Mahesh Kumar Aggarwal
316,Discovery of a Rare Umamaheshwara Sculpture is in which state ?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,Karnataka
317,Which state government has signed 54 MoUs worth 15.70 lakh crore rupees during the World Economic Forum (WEF) Annual Meeting 2025 in Davos ?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,Maharashtra
318,"Netaji Subhas Chandra Bose Jayanti, also known as ‘Parakram Diwas’ or Courage Day, is celebrated annually on which day ?",20 January,21 January,22 January,23 January,24 January,23 January
319,"Which insurance company has launched ‘Shubh Muhurat,’ a life insurance solution designed to help families prepare financially for weddings ?",Kotak Mahindra Life Insurance,Tata AIA Life Insurance,Bajaj Allianz General Insurance,Bharti AXA General Insurance,Life Insurance Corporation of India,Tata AIA Life Insurance
320,How long ago did the Reserve Bank of India (RBI) impose the restrictions on monthly and daily transfers?,5 years ago,10 years ago,14 years ago,20 years ago,25 years ago,14 years ago
321,Which bank has purchased a personal loan portfolio from Standard Chartered Bank in January 2025?,Federal Bank,Axis Bank,IndusInd Bank,HDFC Bank,Kotak Mahindra Bank,Kotak Mahindra Bank
322,"Which Bank in partnership with RuPay, a global card payment network from India, has launched the UPI enabled RuPay Credit Card called – FIRST EARN ?",HDFC Bank,IDFC First Bank,South Indian Bank,RBL Bank,Yes Bank,IDFC First Bank
323,Who has been reappointed as the Managing Director and Chief Executive Officer (MD & CEO) of IDBI Bank?,Amitabh Chaudhry,Rakesh Sharma,Sandeep Bakhshi,Uday Kotak,Shyam Srinivasan,Rakesh Sharma
324,"Which is the world’s most valuable brand according to Global 500, 2025 report Published by Brand Finance ?",Apple,Google,Amazon,Microsoft,Walmart,Apple
325,Which company has acquired the packaged foods brand SIL Food India?,ITC Limited,Tata Consumer Products,Nestle India,Reliance Consumer Products,Hindustan Unilever Limited,Reliance Consumer Products
326,Which major event is set to take place in New Delhi in 2025?,New Delhi International Film Festival,New Delhi World Trade Fair,New Delhi World Book Fair,International Literary Fest,New Delhi Publishers' Summit,New Delhi World Book Fair
327,Sukanya Samriddhi Yojana (SSY) Launched in which year ?,2012,2014,2015,2017,2019,2015
328,Which international chess tournament will India host in 2025?,World Rapid Chess Championship,Chess Olympiad,Chess Grand Prix,Asian Chess Championship,FIDE Chess World Cup,FIDE Chess World Cup
329,National Girl Child Day is celebrated every year on which day annually ?,20 January,21 January,22 January,23 January,24 January,24 January
330,Which insurance company Tie-Up with CARS24 Financial Services for Life Insurance Distribution ?,HDFC Life Insurance,ICICI Prudential Life Insurance,LIC of India,SBI Life Insurance,Shriram Life Insurance,HDFC Life Insurance
331,Which bank has become the first Indian bank to implement Clari5’s National Cybercrime Reporting Portal (NCRP) ?,South Indian Bank,Axis Bank,Indian Bank,Punjab National Bank,Karur Vyasya Bank,Punjab National Bank
332,Which insurance company Partners with Truhome Finance to Offer Group Credit Life Insurance ?,Bajaj Allianz General Insurance,ICICI Prudential Life Insurance,Kotak Mahindra Life Insurance,TATA AIG General Insurance Company,PNB MetLife India Insurance,PNB MetLife India Insurance
333,Which organization cancelled the registration of X10 Financial Services Ltd?,Reserve Bank of India (RBI),State Bank of India (SBI),NPCI International Payments Limited (NIPL),Insurance Regulatory and Development Authority of India (IRDAI),National Housing Bank (NHB),Reserve Bank of India (RBI)
334,SBI Payments is a joint venture between the State Bank of India and which other entity?,Visa,Hitachi Payment Services,Mastercard,Amazon Pay,BharatPe,Hitachi Payment Services
335,What is the primary goal of the collaboration between NITI Aayog and NASSCOM Foundation?,Boosting employment in the IT sector,Enhancing access to higher education,Reducing the digital divide,Promoting entrepreneurship among youth,Establishing digital infrastructure in rural areas,Reducing the digital divide
336,Which organization has signed an MoU with the Bhaane Group?,Department of Higher Education,Department of Official Language,Department of Fertilizers,Department for Promotion of Industry and Internal Trade,Department of Consumer Affairs,Department for Promotion of Industry and Internal Trade
337,The Beti Bachao Beti Padhao (BBBP) scheme has completed how many years ?,6,8,10,12,14,10
338,"On the eve of Republic Day 2025, President Droupadi Murmu approved gallantry awards for how many personnel from the Armed Forces and Central Armed Police Forces ?",74,78,83,88,93,93
339,National Mission on Edible Oils-Oilseeds (NMEO-Oilseeds) Launched in which year ?,2021,2022,2023,2024,2025,2024
340,"Who flagged-off ‘SANJAY – The Battlefield Surveillance System (BSS)’ from South Block, New Delhi ?",Amit Shah,Dr. Mansukh Mandaviya,Rajnath Singh,Piyush Goyal,Nitin Gadkari,Rajnath Singh
341,"Which state inaugurated India’s first fully integrated disaster warning system KaWaCHaM (Kerala Warnings, a Crisis and Hazard Management System) ?",Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Kerala
342,"For the year 2025, the President has approved conferment of how many Padma Awards ?",124,128,134,139,142,139
343,Yala Glacier is Set to Vanish by 2040s Due to Climate Change. It is in which country ?,Sri Lanka,Nepal,Bhutan,Bangladesh,None of these,Nepal
344,National Tourism Day is celebrated annually on which day ?,22 January,23 January,24 January,25 January,26 January,25 January
345,International Customs Day is observed annually on which day ?,22 January,23 January,24 January,25 January,26 January,26 January
346,Which bank has appointed P. Suriaraj as its Executive Director?,HDFC Bank,IDFC First Bank,Dhanlaxmi Bank,RBL Bank,Yes Bank,Dhanlaxmi Bank
347,"According to the Reserve Bank of India’s (RBI) Payments System Report, what percentage of India’s total payment volume was captured by UPI by the end of 2024?",50%,67%,34%,90%,83%,83%
348,What is the target set by the Government of India for Geographical Indication (GI) tags by 2030?,5000,8000,10000,12000,14000,10000
349,Which Indian cricketer became the highest wicket-taker in T20 internationals for India?,Jasprit Bumrah,Bhuvneshwar Kumar,Arshdeep Singh,Ravichandran Ashwin,Kuldeep Yadav,Arshdeep Singh
350,Which female player won the women’s singles title at the 2025 Australian Open?,Aryna Sabalenka,Iga Swiątek,Coco Gauff,Madison Keys,Naomi Osaka,Madison Keys
351,"The Ministry of Tourism, Government of India, has participated in one of the leading travel fairs – IFEMA being held in which country ?",Spain,China,USA,France,UK,Spain
352,4th Badminton Asia Mixed Team Championships to be played in which country ?,United States,China,India,Japan,Russia,China
353,"The JSW Group, led by Sajjan Jindal, has inked an MoU with which state government to build a 5-million-tonne steel facility ?",Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Odisha
354,Alexander Lukashenko Appointed as President of which country ?,Poland,Belarus,Spain,Czech Republic,Australia,Belarus
355,The initial edition of the Fiscal Health Index (FHI) 2025 was unveiled in New Delhi by _ with the goal of assessing and improving Indian states' fiscal health ?,NITI Aayog,Ministry of Home affairs,RBI,SEBI,Ministry of Education,NITI Aayog
356,Which Indian athlete won the gold medal in the women’s 60m indoor hurdles at the Meeting de Nantes Métropole 2025?,Dutee Chand,Hima Das,Jyothi Yarraji,Annu Rani,P. U. Chitra,Jyothi Yarraji
357,World Leprosy Day celebrated year on which day ?,last Sunday of January,last Monday of January,last Tuesday of January,last Wednesday of January,last Thursday of January,last Sunday of January
358,Department of Financial Services (DFS) has released how much capital infusion to New Delhi (Delhi) based IFCI Limited for subscribing to its share capital ?,Rs 100 crore,Rs 200 crore,Rs 300 crore,Rs 400 crore,Rs 500 crore,Rs 500 crore
359,Which bank has been awarded with Indian Banks Association (IBA) Banking Technology Awards ?,City Union Bank,Indian Overseas Bank,Union Bank of India,Karnataka Bank,CSB Bank,City Union Bank
360,Frictionless Finance Accelerator Programme is launched by which bank ?,HDFC Bank,IDFC First Bank,Dhanlaxmi Bank,RBL Bank,Yes Bank,Yes Bank
361,RBI Announced Series of Steps to Inject how much amount into the Banking System ?,Rs 1 lakh Crore,Rs 1.50 lakh Crore,Rs 2 lakh Crore,Rs 2.50 lakh Crore,Rs 3 lakh Crore,Rs 1.50 lakh Crore
362,Which organization imposed a penalty on Royal Sundaram General Insurance for violation of norms pertaining to outsourcing of activities?,Reserve Bank of India (RBI),State Bank of India (SBI),NPCI International Payments Limited (NIPL),Insurance Regulatory and Development Authority of India (IRDAI),National Housing Bank (NHB),Insurance Regulatory and Development Authority of India (IRDAI)
363,Who secured the top spot in World’s Billionaires List 2025 Published by Forbes?,Jeff Bezos,Bernard Arnault,Elon Musk,Bill Gates,Warren Buffett,Elon Musk
364,"What is the rank of Indian Institute of Science (IISc) in Bengaluru, Karnataka in World University Rankings by Subject 2025 Published by Times Higher Education (THE) ?",74th,78th,85th,92nd,96th,96th
365,Georgia is the ______ country in the world to be certified malaria-free by WHO.,42nd,43rd,44th,45th,46th,45th
366,Which Indian conglomerate is associated with the acquisition of ITD Cementation India Limited (ICIL)?,Tata Group,Adani Group,Reliance Industries,Mahindra Group,Larsen & Toubro,Adani Group
367,Which ministry has partnered with ONDC to launch the MSME Trade Enablement And Marketing (TEAM) initiative?,Union Ministry of Home Affairs,Union Ministry of Education,Union Ministry of Steel and Heavy Industries,"Union Ministry of Micro, Small and Medium Enterprises","Ministry of Environment, Forest and Climate Change","Union Ministry of Micro, Small and Medium Enterprises"
368,How many newly accredited Wetland Cities were announced during the 64th meeting of the WCA Advisory Committee?,20,25,45,35,31,31
369,Who has successfully launched its new generation satellite NVS-02 from Sriharikota in Andhra Pradesh ?,DRDO,HAL,NASA,ISRO,BHEL,ISRO
370,Which prestigious civilian award was conferred upon Hariman Sharma ?,Bharat Ratna,Padma Bhushan,Padma Shri,Arjuna Award,Dronacharya Award,Padma Shri
371,Which organization is providing support to Uttarakhand for hosting the 38th National Games?,Hindustan Petroleum Corporation Limited (HPCL),Bharat Petroleum Corporation Ltd (BPCL),Indian Oil Corporation (IOC),Oil and Natural Gas Corporation Limited (ONGC),None of These,Indian Oil Corporation (IOC)
372,In which state was the International Saraswati Mahotsav 2025 held?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,Haryana
373,Which state government begins process of geo-tagging Chinar trees to preserve heritage ?,Tripura,Jammu and Kashmir,Nagaland,Bihar,Chhattisgarh,Jammu and Kashmir
374,"Martyrs’ Day, also known as Shaheed Diwas, is observed annually on which day ?",27 January,28 January,29 January,30 January,31 January,30 January
375,Who inaugurated the Grameen Bharat Mahotsav in New Delhi ?,Anurag Thakur,Piyush Goyal,Narendra Modi,Dharmendra Pradhan,Amit Shah,Narendra Modi
376,"The Khelo India Winter Games (KIWG) 2025 were inaugurated amidst great enthusiasm at the iconic NDS Stadium in Leh, Ladakh, marking the commencement of which edition this year ?",2nd,3rd,4th,5th,6th,5th
377,The Reserve Bank of India (RBI) stated in its Annual Report on Ombudsman Scheme that integrated Ombudsman Scheme saw a jump of _ on year in complaints from banking customers.,32.81%,23.41%,32.60%,35.45%,26.72%,32.81%
378,K.M. Cherian was best known for performing which of the following medical procedures for the first time in India?,Heart transplant surgery,Robotic surgery,Coronary bypass surgery,Kidney transplant,Neurosurgery,Coronary bypass surgery
