Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
272,TCS has recently partnered with which organisation to build India’s sovereign cloud ecosystem?,ISRO,C-DAC,NIC,IIT Madras,NITI Aayog,C-DAC
273,"The “Narendra Cup” tournament, recently inaugurated in Howrah, will conclude on which significant date?",September 11,September 14,September 15,September 17,September 18,September 17
274,"India recently deployed SAMBHAV, its first fully indigenous secure mobile communication system. During which military operation was this system prominently showcased?",Operation Shakti,Operation Sindoor,Operation Vijay,Operation Suraksha,Operation Trinetra,Operation Sindoor
275,"By which year has the government targeted to establish a complete ‘swadeshi’ solar value chain including wafers, ingots, and polysilicon?",2025,2026,2027,2028,2030,2028
276,Which country will host the 89th General Meeting of the International Electrotechnical Commission (IEC) in September 2025?,Japan,Germany,France,India,USA,India
277,Which institute launched the AI-based mental health programme 'Never Alone' on World Suicide Prevention Day 2025?,"AIIMS, New Delhi","NIMHANS, Bengaluru",IIT Delhi,"IHBAS, Shahdara","AIIMS, Bhubaneswar","AIIMS, New Delhi"
278,What is the title of the new biography authored by Abhishek Choudhary that explores Atal Bihari Vajpayee's political journey from 1977 to 2018?,Vajpayee: The Ascent of the Hindu Right (1924–1977),Believer’s Dilemma: Vajpayee and the Hindu Right’s Path to Power (1977–2018),The Political Life of Vajpayee,Vajpayee and the Rise of BJP,Leader of the Hindu Right: The Story of Vajpayee,Believer’s Dilemma: Vajpayee and the Hindu Right’s Path to Power (1977–2018)
279,India signed an MoU with Sri Lanka to construct a new Accident & Emergency (A&E) Unit at which hospital?,Jaffna Teaching Hospital,Colombo National Hospital,Batticaloa Teaching Hospital,Galle District Hospital,"District General Hospital, Mannar","District General Hospital, Mannar"
280,India recently announced a $680 million special economic package for which country?,Sri Lanka,Mauritius,Maldives,Seychelles,Nepal,Mauritius
281,"Who has been appointed as the Interim Prime Minister of Nepal, becoming the country’s first woman Prime Minister?",Sabita Bhandari,Bidya Devi Bhandar,Pampha Bhusa,Sushila Karki,Sujata Koirala,Sushila Karki
282,"As per Hurun Report 2025, which city remains India’s top unicorn hub?",Mumbai,Delhi-NCR,Bengaluru,Hyderabad,Pune,Bengaluru
283,Which country has become the first to formally induct an Artificial Intelligence (AI) entity as a government minister?,Estonia,Japan,Singapore,South Korea,Albania,Albania
284,Which country became the first to purchase BrahMos supersonic cruise missiles from India under a $375 million deal?,Philippines,Indonesia,Vietnam,Thailand,Malaysia,Philippines
285,Hindi Diwas is celebrated on which date to commemorate the adoption of Hindi in the Devanagari script as one of the official languages of India?,10 January,14 September,26 January,15 August,2 October,14 September
286,Engineer's Day in India is celebrated on 15 September to commemorate the birth anniversary of which eminent personality?,E. Sreedharan,Vikram Sarabhai,A.P.J. Abdul Kalam,Verghese Kurien,M. Visvesvaraya,M. Visvesvaraya
287,"Recently, how many NBFCs, including PhonePe Technology Services and Aditya Birla Finance, surrendered their Certificate of Registration (CoR) to RBI?",7,9,12,25,31,9
288,What was India’s retail inflation rate in August 2025 based on the Consumer Price Index (CPI)?,1.55%,2.07%,3.50%,4.00%,5.10%,2.07%
289,RBI recently imposed a monetary penalty of ₹21 lakh on PhonePe Limited for non-compliance with directions related to which of the following?,Digital Lending Guidelines,Prepaid Payment Instruments (PPIs),UPI Transactions,KYC Norms,Credit Card Regulations,Prepaid Payment Instruments (PPIs)
290,SEBI introduced special relaxations for which type of companies to simplify the voluntary delisting process?,Private Companies,Public Sector Undertakings (PSUs),Insurance Companies,Non-Banking Financial Companies (NBFCs),Cooperative Societies,Public Sector Undertakings (PSUs)
291,How much additional stake has RBI approved ICICI Bank to acquire in ICICI Prudential AMC?,1%,1.5%,2%,2.5%,3%,2%
292,Which organization has invested USD 137 million to promote electric public transport in India through companies JBM Ecolife and GreenCell Mobility?,Asian Development Bank (ADB),World Bank,International Finance Corporation (IFC),NITI Aayog,Reserve Bank of India (RBI),International Finance Corporation (IFC)
293,In which three states has the Union Government announced licenses for opium poppy cultivation for the crop year 2025-26?,"Maharashtra, Rajasthan, Gujarat","Madhya Pradesh, Rajasthan, Uttar Pradesh","Madhya Pradesh, Bihar, Uttar Pradesh","Uttar Pradesh, Punjab, Rajasthan","Gujarat, Bihar, Madhya Pradesh","Madhya Pradesh, Rajasthan, Uttar Pradesh"
294,By which year does the Government aim to have at least two PSBs in the list of top 20 global banks?,2030,2035,2040,2047,2050,2047
295,India recently secured its 2nd Polymetallic Sulphides (PMS) contract in 2025. This new contract is for which ocean ridge?,Mid-Atlantic Ridge,East Pacific Rise,Central Indian Ridge,Southwest Indian Ridge,Carlsberg Ridge,Carlsberg Ridge
296,India recently signed a Trade and Economic Partnership Agreement (TEPA) with which organization?,ASEAN,SAARC,European Free Trade Association (EFTA),BRICS,G20,European Free Trade Association (EFTA)
297,"PM Modi recently launched the Gyan Bharatam Portal to boost manuscript digitisation. According to the announcement, approximately what percentage of India’s manuscripts are in Sanskrit?",50%,60%,70%,75%,80%,75%
298,Gandikota in Andhra Pradesh recently won the ‘Most Promising New Destination’ award at BLTM 2025. What is Gandikota popularly known as?,India’s Niagara Falls,India’s Grand Canyon,India’s Valley of Flowers,India’s Hidden Paradise,India’s Mystic Valley,India’s Grand Canyon
299,"Prime Minister Narendra Modi recently launched the ‘Swasth Nari, Sashakt Parivar Abhiyaan’ along with which initiative?",Ayushman Bharat Abhiyaan,Jan Aarogya Abhiyaan,8th Poshan Maah,Nari Suraksha Abhiyaan,Fit India Movement,8th Poshan Maah
300,"The Indian Navy recently received the ASW SWC ship 'Androth', the second in its series. Which shipbuilding company constructed this vessel?",Mazagon Dock Shipbuilders,Cochin Shipyard,Garden Reach Shipbuilders & Engineers (GRSE),Hindustan Shipyard,Goa Shipyard Limited,Garden Reach Shipbuilders & Engineers (GRSE)
301,The National Institute of Fashion Technology (NIFT) Patna signed an MoU with which company to train rural women in Bihar for the textile sector?,Aditya Birla Fashion and Retail Limited (ABFRL),Tata Textiles,Reliance Retail,Raymond Group,Arvind Mills,Aditya Birla Fashion and Retail Limited (ABFRL)
302,"Which organization is implementing the ₹72,000 crore Great Nicobar Project?",NITI Aayog,Indian Navy,Ministry of Defence,Shipping Corporation of India,Andaman and Nicobar Islands Integrated Development Corporation (ANIIDCO),Andaman and Nicobar Islands Integrated Development Corporation (ANIIDCO)
303,"Who is the author of the book “Different, But Not Less”?",Amitabh Bachchan,Ruskin Bond,Anupam Kher,Chetan Bhagat,Shashi Tharoor,Anupam Kher
304,How many Indian properties are now on UNESCO's Tentative List after seven new additions in 2025?,65,66,67,68,69,69
305,Which company in collaboration with Tata Advanced Systems Limited (TASL) delivered and commissioned India’s first indigenous Three Dimension Air Surveillance Radar (3DASR) for the Indian Navy?,Lockheed Martin,Raytheon,Boeing,Thales Group,Indra,Indra
306,"At the 2025 World Boxing Championships in Liverpool, which Indian boxer won the women’s 57kg featherweight gold medal?",Mary Kom,Nikhat Zareen,Lovlina Borgohain,Jaismine Lamboria,Nitu Ghanghas,Jaismine Lamboria
307,The 10th Ayurveda Day will be celebrated on 23rd September 2025 in Goa with the theme “Ayurveda for People & Planet.” When was Ayurveda Day first observed in India?,2016,2015,2014,2017,2018,2016
308,Carlos Felipe Jaramillo has been appointed as Vice President for which region of the World Bank?,South Asia,East Asia and Pacific (EAP),Middle East and North Africa,Latin America and the Caribbean,Europe and Central Asia,East Asia and Pacific (EAP)
309,"Which bank recently received government approval to facilitate trade payments for Nayara Energy Ltd., after the company was sanctioned by the EU?",Punjab National Bank,State Bank of India,Bank of Baroda,Canara Bank,UCO Bank,UCO Bank
310,"According to the RBI’s new guidelines issued in 2025, payment aggregators are classified into how many categories based on the type of work they undertake?",Two,Three,Four,Five,Six,Three
311,NABARD is developing a centralized digital lending platform for which type of banks to improve their competitiveness against NBFCs and MFIs?,Commercial Banks,Cooperative Banks,Regional Rural Banks (RRBs),Small Finance Banks,Payment Banks,Regional Rural Banks (RRBs)
312,From which date will Aadhaar authentication become mandatory for booking general reserved tickets online via IRCTC during the first 15 minutes?,1 September 2025,15 September 2025,1 October 2025,15 October 2025,1 November 2025,1 October 2025
313,The ‘National Agriculture Conference – Rabi Abhiyan 2025’ was inaugurated by Union Agriculture Minister Shivraj Singh Chouhan at which venue?,"Vigyan Bhawan, New Delhi",Bharat Ratna,"Subramaniam Auditorium, Pusa Campus, New Delhi C. Krishi Bhawan, New Delhi","Indian Agricultural Research Institute, New Delhi","National Agricultural Science Complex, New Delhi",Bharat Ratna
314,The Centre has reopened the application window for the PLI scheme for White Goods till which date in 2025?,September 30,October 14,October 31,November 15,December 1,October 14
315,"Who won the 2025 FIDE Grand Swiss and FIDE Women’s Grand Swiss tournaments held in Samarkand, Uzbekistan?",Magnus Carlsen and Humpy Koneru,Fabiano Caruana and Dronavalli Harika,Anish Giri and Vaishali Rameshbabu,Hans Niemann and Tan Zhongyi,Levon Aronian and Divya Deshmukh,Anish Giri and Vaishali Rameshbabu
316,India will host the 89th General Meeting of the International Electrotechnical Commission (IEC) in 2025 at which venue?,"Pragati Maidan, New Delhi","Bharat Mandapam, New Delhi","Vigyan Bhawan, New Delhi","India Habitat Centre, New Delhi",Hyderabad International Convention Centre,"Bharat Mandapam, New Delhi"
317,"Which state’s first railway line, the Bairabi–Sairang broad-gauge railway, was inaugurated by Prime Minister Narendra Modi in 2025?",Tripura,Mizoram,Meghalaya,Nagaland,Arunachal Pradesh,Mizoram
318,Google is set to launch its Google for Startups (GfS) Hub in Hyderabad as part of an MoU with which state government?,Telangana,Karnataka,Andhra Pradesh,Maharashtra,Tamil Nadu,Telangana
319,"Who has been elected as the Chair of the UN Committee on Economic, Social and Cultural Rights (CESCR)?",Syed Akbaruddin,T.S. Tirumurti,Preeti Saran,Ruchira Kamboj,Shashi Tharoor,Preeti Saran
320,Madhya Pradesh recently started a cheetah mating programme at which wildlife sanctuary to create a second viable home for cheetahs?,Kanha National Park,Gandhi Sagar Wildlife Sanctuary,Bandhavgarh National Park,Pench National Park,Kuno National Park,Gandhi Sagar Wildlife Sanctuary
321,"What was India’s Wholesale Price Index (WPI)-based inflation rate in August 2025, marking its return to the positive zone after two months?",0.13%,0.52%,0.85%,1.25%,2.05%,0.52%
322,PhonePe’s Indus Appstore has recently crossed how many device installations?,5 Crore,7 Crore,10 Crore,12 Crore,15 Crore,10 Crore
323,India1 Payments has launched Paysis Payments to provide digital solutions for which sector?,Insurance sector,Banks,NBFCs,Mutual Funds,Fintech startups,Banks
324,The Central Government has extended the last date for eligible employees and past retirees under the National Pension System (NPS) to migrate to the Unified Pension Scheme (UPS). What is the deadline to exercise this option?,15 September 2025,31 December 2025,31 October 2025,15 November 2025,30 September 2025,30 September 2025
325,ICICI Bank recently renewed its partnership with Amazon Pay for how many years for the co-branded “Amazon Pay ICICI Credit Card”?,3 years,5 years,6 years,7 years,10 years,7 years
326,"As per the new NPCI guidelines, what is the revised daily UPI limit for Person- to-Merchant (P2M) transactions?",₹1 lakh,₹2 lakh,₹5 lakh,₹10 lakh,₹6 lakh,₹10 lakh
327,"India’s non-fossil fuel electricity generation capacity recently crossed which milestone, according to the New & Renewable Energy Minister Pralhad Joshi?",150 GW,200 GW,500 GW,300 GW,250 GW,250 GW
328,"India’s largest and most technologically advanced sports complex, the Veer Savarkar Sports Complex, was inaugurated in which city?",Mumbai,New Delhi,Bengaluru,Pune,Ahmedabad,Ahmedabad
329,What is the national food grain production target for India for the 2025-26 Rabi season?,350 million tonnes,355 million tonnes,362.5 million tonnes,370 million tonnes,375 million tonnes,362.5 million tonnes
330,"The National Award-winning film “Chalo Jeete Hain”, inspired by Swami Vivekananda’s philosophy, will have a special re-release in India during which dates?","September 17 – October 2, 2025","September 10 – September 25, 2025","September 20 – October 10, 2025","September 25 – October 5, 2025","October 1 – October 15, 2025","September 17 – October 2, 2025"
331,"In Q1 FY26, which country emerged as the top source of FDI inflows into India?",Singapore,Mauritius,United States (US),Cayman Islands,Japan,United States (US)
332,Apollo Hospitals Enterprise Ltd (AHEL) recently announced plans to acquire what percentage stake in its subsidiary Apollo Health and Lifestyle Ltd (AHLL) from IFC and IFC EAF Apollo Investment Company?,30.5%,28%,25%,35%,40%,30.5%
333,Prime Minister Narendra Modi recently inaugurated a Sex Sorted Semen facility in Bihar. This facility has been established under which scheme?,National Dairy Plan,Dairy Development Scheme,Pradhan Mantri Matsya Sampada Yojana,Rashtriya Gokul Mission,National Livestock Mission,Rashtriya Gokul Mission
334,Which state recently launched the ‘Anbu Karangal’ (Hands of Love) scheme to support orphaned children?,Kerala,Tamil Nadu,Karnataka,Andhra Pradesh,Telangana,Tamil Nadu
335,"In August 2025, India’s merchandise exports rose by how much?",5.5%,6.7%,7.2%,10.1%,2.5%,6.7%
336,ACME and Japan’s IHI Corporation have signed an agreement to develop India’s largest green ammonia project in which state?,Gujarat,Andhra Pradesh,Tamil Nadu,Odisha,Karnataka,Odisha
337,"According to the recent amendments to the Apprenticeship Rules, 1992, what is the new monthly stipend range for apprentices in India?","₹5,000 – ₹9,000","₹6,000 – ₹10,000","₹6,800 – ₹12,300","₹7,000 – ₹11,500","₹6,500 – ₹12,000","₹6,800 – ₹12,300"
338,The flagship initiative Mega Tinkering Day 2025 of Atal Innovation Mission recently entered the India Book of Records and Asia Book of Records for what achievement?,Launch of maximum number of startups in a single day,Maximum number of students participating in a tinkering activity in a single day,Largest innovation summit in India,Maximum number of Atal Tinkering Labs inaugurated in one year,First international collaboration under AIM,Maximum number of students participating in a tinkering activity in a single day
339,The joint air and naval exercise “Freedom Edge” was recently held at which location?,"Okinawa, Japan","Jeju Island, South Korea","Guam, USA","Busan, South Korea","Yokosuka, Japan","Jeju Island, South Korea"
340,L Satya Srinivas has been appointed as India’s Executive Director of which international financial institution?,World Bank,International Monetary Fund (IMF),Asian Development Bank (ADB),New Development Bank (NDB),Asian Infrastructure Investment Bank (AIIB),Asian Development Bank (ADB)
341,Which bank has partnered with Paytm for launching the ‘Paytm Postpaid’ credit line on UPI?,AU Small Finance Bank,Equitas Small Finance Bank,Suryoday Small Finance Bank,Ujjivan Small Finance Bank,ESAF Small Finance Bank,Suryoday Small Finance Bank
342,The Reserve Bank of India has set up a Regulatory Review Cell (RRC) to strengthen which aspect of its functioning?,Internal Review of Regulations,Monetary Policy Implementation,Banking Fraud Monitoring,Currency Management,Foreign Exchange Reserves Management,Internal Review of Regulations
343,"Which bank’s shares did SBI recently divest to receive ₹8,889 crore?",ICICI Bank,Axis Bank,Yes Bank,HDFC Bank,Kotak Mahindra Bank,Yes Bank
344,FermionIC Design Pvt Ltd collaborated with Tata Electronics to deliver India’s first indigenously designed and fully owned which IC?,8-Channel S-Band Beamformer IC,4-Channel X-Band Beamformer IC,16-Channel Ku-Band Processor IC,2-Channel L-Band Mixer IC,4-Channel Ka-Band Transceiver IC,4-Channel X-Band Beamformer IC
345,"Recently, how many new Pradhan Mantri Jan Dhan Yojana (PMJDY) accounts were opened during the financial inclusion campaign?",3.2 million,4.5 million,10 million,7.5 million,6.1 million,6.1 million
346,"In the first half of 2025, Kotak Mahindra Bank’s Kotak811 app ranked at which position globally among banking apps by downloads?",1st,2nd,3rd,4th,5th,3rd
347,Where was the 11th edition of the Women’s Hockey Asia Cup 2025 held?,"Beijing, China","Hangzhou, China","New Delhi, India","Tokyo, Japan","Kuala Lumpur, Malaysia","Hangzhou, China"
348,Dr. Sima Sami Bahous has been reappointed for her second term as Executive Director of which UN organization?,UNICEF,UNDP,UN Women,WHO,UNFPA,UN Women
349,Baba Kalyani became the first Indian to win which prestigious engineering award in 2025?,Padma Bhushan,Holley Medal,Shanti Swarup Bhatnagar Prize,IEEE Medal of Honor,ASME Medal,Holley Medal
350,India recently signed an MoU with which organisation to standardise global job categories?,World Bank,International Labour Organisation (ILO),International Monetary Fund (IMF),World Trade Organization (WTO),United Nations Development Programme (UNDP),International Labour Organisation (ILO)
351,The Indian Navy recently launched ‘DSC A22 (Yard 327)’. This ship is part of which project?,Scorpene-class Submarine Project,Fast Attack Craft Project,INS Vikrant Aircraft Carrier Project,Diving Support Craft (DSC) Project,Project 75I,Diving Support Craft (DSC) Project
352,Who became the first Indian high jumper to qualify for the men’s high jump final at the 20th World Athletics Championships in Tokyo?,Tejaswin Shankar,Sarvesh Kushare,Arpinder Singh,M. Sreeshankar,Tajinder Singh,Sarvesh Kushare
353,What is the total financial outlay of the Promotion of Research and Innovation in Pharma MedTech (PRIP) scheme?,"₹3,000 crore","₹4,000 crore","₹5,000 crore","₹6,000 crore","₹7,000 crore","₹5,000 crore"
354,"According to the Global Innovation Index (GII) 2025, what is India’s rank globally?",36th,37th,38th,39th,40th,38th
355,The Election Commission has revised guidelines for EVM Ballot Papers to improve what aspect of the voting process?,Security features,Electronic voting software,Voter registration process,Counting speed,Clarity and readability,Clarity and readability
356,The Ministry of Culture has initiated steps to nominate which Indian festival for inscription on UNESCO’s Intangible Cultural Heritage list?,Durga Puja,Onam,Chhath Mahaparva,Makar Sankranti,Bihu,Chhath Mahaparva
357,Which company has been named the new New Jersey sponsor of the Indian Cricket team until March 2028?,Dream11,Puma,Paytm,BYJU’S,Apollo Tyres,Apollo Tyres
358,India is setting up the ‘Bharat Pavilion’ at the Busan International Film Festival (BIFF) 2025 under which theme?,India – Global Cinema Hub,India – Storytelling Beyond Borders,Cinema for Change,"One India, One Film Industry",India – Creative Economy for the World,India – Creative Economy for the World
359,Aditya Birla Fashion and Retail recently launched which new fashion brand?,Zudio,StyleUp,OWND!,Max,Pantaloons,OWND!
360,Who launched the official website of Bima Sugam India Federation (BSIF)?,Prasun Sikdar,Ajay Seth,Tapan Singhel,Rakesh Joshi,Nirmala Sitharaman,Ajay Seth
361,Which company has become the first Indian Payment Aggregator (PA) to enable Apple Pay for international transactions?,Razorpay,Paytm,PayU,PhonePe,CCAvenue,Razorpay
362,VinFast India has signed an MoU with which bank for auto and inventory financing of its dealer network?,HDFC Bank,Axis Bank,ICICI Bank,Kotak Mahindra Bank,Yes Bank,ICICI Bank
363,Which bank has been authorised by the Reserve Bank of India (RBI) as the first and only wholly-owned subsidiary in India to collect Goods and Services Tax (GST) payments as an Agency Bank?,HDFC Bank,ICICI Bank,DBS Bank India,Axis Bank,Kotak Mahindra Bank,DBS Bank India
364,Who has been selected as the new Managing Director (MD) of India Infrastructure Finance Company Ltd (IIFCL) by FSIB?,P. R. Jaishankar,Rohit Rishi,Munish Gaur,Pham Sanh Chau,D. K. Boora,Rohit Rishi
365,"Which team won the 62nd edition of the Duleep Trophy (2025-26), ending an 11-year wait and claiming their 7th title?",South Zone,North Zone,Central Zone,West Zone,East Zone,Central Zone
366,Which Indian Army division conducted ‘Exercise Jaal Shakti’ to validate water obstacle crossing capabilities under operational conditions?,1st Infantry Division,1st Armoured Division,2nd Armoured Division,3rd Infantry Division,4th Armoured Division,1st Armoured Division
367,Where is India’s first large private gold mine located?,"Bellary, Karnataka","Jonnagiri, Andhra Pradesh","Kolar, Karnataka","Hutti, Karnataka","Raichur, Karnataka","Jonnagiri, Andhra Pradesh"
368,Which two key initiatives were launched by Union Ministers Nirmala Sitharaman and Ashwini Vaishnaw at the Road to India Artificial Intelligence Impact Summit 2026?,AI for Bharat Growth & Digital India Repository,AI for Viksit Bharat Roadmap & Frontier Tech Repository,Smart Governance AI & Tech Innovation Hub,Digital Frontier AI & Tech Awards,AI for Startups & Frontier Innovation Repository,AI for Viksit Bharat Roadmap & Frontier Tech Repository
369,"Which organization, in collaboration with the Department of Drinking Water and Sanitation and Ministry of Panchayati Raj, organised the Sarpanch Samvaad National Quality Conclave?",NITI Aayog,Quality Council of India,Ministry of Rural Development,Central Vigilance Commission,National Institute of Rural Development,Quality Council of India
370,Which ministry announced the new category “National Energy Conservation Awards for Content Creators and Influencers” under the NECA 2025?,Ministry of Power,Ministry of New and Renewable Energy,"Ministry of Environment, Forest and Climate Change",Ministry of Electronics & IT,Ministry of Science & Technology,Ministry of Power
371,"Doordarshan (DD), India’s premier public service broadcaster under Prasar Bharati, recently celebrated which foundation day with the event “Shabdanjali: DD@66”?",60th,62nd,64th,66th,68th,66th
372,"Who inaugurated the Centre of Excellence (CoE) for Artificial Intelligence, Skill Development, and Innovation at Graphic Era University, India’s first Generative AI Ready Campus?",Dr. Harsh Vardhan,Dr. Jitendra Singh,Ashwini Vaishnaw,Raj Kumar Singh,Piyush Goyal,Dr. Jitendra Singh
373,Which organization inaugurated a two-day National Symposium on “Pharmacovigilance – Shishu Suraksha: Rashtra Suraksha” to commemorate World Patient Safety Day 2025?,All India Institute of Ayurveda (AIIA),National Pharmacovigilance Coordination Centre,Ministry of Health & Family Welfare,Indian Council of Medical Research (ICMR),Central Council for Research in Ayurvedic Sciences (CCRAS),Central Council for Research in Ayurvedic Sciences (CCRAS)
374,"India participated in which edition of Exercise Pacific Reach in 2025, held at Changi Naval Base, Singapore?",7th,8th,11th,10th,9th,9th
375,Where did PM Narendra Modi lay the foundation stone of India’s first PM MITRA Park?,Tamil Nadu,"Dhar, Madhya Pradesh","Surat, Gujarat","Hyderabad, Telangana","Lucknow, Uttar Pradesh","Dhar, Madhya Pradesh"
376,Which minister inaugurated the 1st Annual Green Hydrogen Research and Development Conference and announced a Rs. 100 crore scheme to support startups in green hydrogen innovation?,Raj Kumar Singh,R.K. Singh,Piyush Goyal,Bhupender Yadav,Pralhad Joshi,Pralhad Joshi
377,"The Department for Promotion of Industry and Internal Trade (DPIIT) recently commemorated the third anniversary of which policy, launched on 17th September 2022 by Prime Minister Narendra Modi?",Make in India Policy,National Logistics Policy,Startup India Policy,Export Promotion Policy,Industrial Development Policy,National Logistics Policy
378,"Which agreement, aimed at reducing over-fishing, formally came into force after ratification by Brazil, Kenya, Tonga, and Vietnam?",Paris Climate Agreement,WTO Agreement on Fisheries Subsidies,United Nations Convention on the Law of the Sea,FAO Code of Conduct for Responsible Fisheries,Global Ocean Treaty,WTO Agreement on Fisheries Subsidies
379,Which institution has launched the Partial Credit Enhancement (PCE) Facility to strengthen the infrastructure bond market?,NABARD,NaBFID,SIDBI,NITI Aayog,RBI,NaBFID
380,Which organization launched the SBI Platinum Jubilee Asha Scholarship 2025 with a commitment of ₹90 crore for FY26?,Ministry of Education,SBI Foundation,Reserve Bank of India,NITI Aayog,UGC,SBI Foundation
381,Which Japanese credit rating agency recently upgraded India’s sovereign credit rating to BBB+ from BBB with a stable outlook?,Moody's,Fitch Ratings,S&P Global Ratings,Rating and Investment Information (R&I),Morningstar DBRS,Rating and Investment Information (R&I)
382,Which organization has launched the Single Login Facility & Passbook Lite for PF members?,RBI,EPFO,SEBI,NABARD,SBI,EPFO
383,Which bank launched the AU KOSMO Credit Card in partnership with Kiwi?,HDFC Bank,Axis Bank,ICICI Bank,AU Small Finance Bank,SBI,AU Small Finance Bank
384,"Who has been appointed as the First Deputy Managing Director (FDMD) of the International Monetary Fund (IMF), replacing Gita Gopinath?",Daniel Katz,Kristalina Georgieva,Janet Yellen,David Malpass,Ngozi Okonjo-Iweala,Daniel Katz
385,Which mission aims to develop India’s foundational Large Language Model (LLM)?,Digital India Mission,IndiaAI Mission,Skill India Mission,Make in India Mission,Atmanirbhar Bharat Mission,IndiaAI Mission
386,"Where is India’s first overseas defence manufacturing facility, to be inaugurated by Defence Minister Rajnath Singh, located?","Casablanca, Morocco","Rabat, Morocco","Marrakech, Morocco","Tangier, Morocco","Fez, Morocco","Casablanca, Morocco"
387,Which district topped the National Innovation Rankings in the INSPIRE Award-MANAK 2025 by submitting the highest number of innovative student ideas?,"Bengaluru Urban, Karnataka","Bagalkot, Karnataka","Mysuru, Karnataka","Patna, Bihar","Muzaffarpur, Bihar","Muzaffarpur, Bihar"
388,"What recent announcement did Maharashtra’s Minister of Ports Development, Nitesh Narayan Rane, make regarding Mumbai’s Sassoon Dock?",Complete closure of Sassoon Dock,Privatization of Sassoon Dock,Conversion into a tourist hub,Construction of a new dock nearby,Technology-driven modernisation in collaboration with Finland,Technology-driven modernisation in collaboration with Finland
389,When was the PM Vishwakarma Scheme launched?,"August 15, 2023","October 2, 2023","September 17, 2023","January 26, 2024","March 8, 2024","September 17, 2023"
390,"When will the 9th edition of the Swacchata Hi Seva (SHS) campaign conclude in 2025, and what is its main objective?","September 25, 2025","October 02, 2025","October 15, 2025","October 31, 2025","November 01, 2025","October 02, 2025"
391,Which country has rolled over $50 million government bonds of Maldives for one more year?,China,India,USA,UAE,Japan,India
392,Which policy did India notify in 2025 to promote clean energy through geothermal sources?,National Solar Mission,National Wind Energy Policy,National Hydrogen Energy Policy,National Bioenergy Policy,National Policy on Geothermal Energy,National Policy on Geothermal Energy
393,India will set up a Telemetry & Tracking Station in Mauritius as part of which package?,$480M package,$500M package,$620M package,$680M package,$750M package,$680M package
394,"Who became the first Indian bowler to take 100 T20I wickets, achieving the milestone during India’s 2025 Asia Cup match against Oman?",Jasprit Bumrah,Bhuvneshwar Kumar,Arshdeep Singh,Mohammed Shami,Yuzvendra Chahal,Arshdeep Singh
395,Which day is observed on 18 September to promote equal pay globally?,International Women’s Day,Equal Pay Day,Labour Day,Human Rights Day,International Workers’ Day,Equal Pay Day
396,What is the theme of World Patient Safety Day observed globally on September 17 by the World Health Organization?,Safe surgery for all,Patient safety from the start,Safe care for every newborn and every child,Healthcare without harm,Quality care for all,Safe care for every newborn and every child
397,"According to NPCI data (Sept 2024 – Aug 2025), what percentage of UPI merchant payments went to debt collection agencies?",7%,9.6%,12.1%,4.6%,2.9%,12.1%
398,SEBI has reintroduced incentives for mutual fund distributors to increase penetration in which regions?,Top 30 cities,Rural areas only,Urban areas,Metropolitan cities,B-30 regions,B-30 regions
399,From which date will the Government route CSS funds via RBI’s e-Kuber platform under the SNA SPARSH model?,"November 1, 2025","July 1, 2025","April 1, 2025","January 1, 2026","October 1, 2025","November 1, 2025"
400,"According to the Mercedes-Benz Hurun India Wealth Report 2025, which state is India’s richest in terms of millionaire households?",Karnataka,Gujarat,Maharashtra,Delhi,Tamil Nadu,Maharashtra
401,Who has been chosen for the Dadasaheb Phalke Award 2023?,Rajinikanth,Mammootty,Mohanlal,Kamal Haasan,Amitabh Bachchan,Mohanlal
402,When and where will the inaugural season of the Archery Premier League (APL) be held?,"September 15-25, 2025","January 10-20, 2026","November 1-10, 2025","December 5-15, 2025","October 2-12, 2025","October 2-12, 2025"
403,"Which Indian state became the first to issue ID cards to Self-Help Group (SHG) women, and who launched the initiative?",Kerala – Pinarayi Vijayan,Tamil Nadu – Udhayanidhi Stalin,Karnataka – Basavaraj Bommai,Maharashtra – Eknath Shinde,Andhra Pradesh – Y. S. Jagan Mohan Reddy,Tamil Nadu – Udhayanidhi Stalin
404,"Which two ministries have partnered to launch integrative rehabilitation initiatives for persons with disabilities, and what is the sanctioned fund amount?",Ministry of Health & Family Welfare and Ministry of AYUSH – ₹10 crore,Department of Empowerment of Persons with Disabilities and Ministry of AYUSH – ₹5.26 crore,Ministry of Social Justice & Empowerment and Ministry of AYUSH – ₹3 crore,Ministry of Women & Child Development and Ministry of AYUSH – ₹7 crore,Department of Disability Affairs and Ministry of Health – ₹4 crore,Department of Empowerment of Persons with Disabilities and Ministry of AYUSH – ₹5.26 crore
405,Which new grievance category was launched by the Department of Consumer Affairs on the National Consumer Helpline (NCH) ahead of the Next-Gen GST Reforms 2025?,Banking Complaints,Goods and Services Tax (GST) Complaints,E-commerce Complaints,Consumer Durables Complaints,Fast-Moving Consumer Goods (FMCG) Complaints,Goods and Services Tax (GST) Complaints
406,The Department of Fisheries signed a TCP agreement with which organization to strengthen Blue Port infrastructure in India?,World Bank,Asian Development Bank (ADB),Food and Agriculture Organization (FAO),International Maritime Organization (IMO),United Nations Development Programme (UNDP),Food and Agriculture Organization (FAO)
407,India was elected as a member of which INTERPOL committee for the term 2025-29?,Asian Committee,African Committee,European Committee,Middle East Committee,Global Security Committee,Asian Committee
