Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
268,Which bank launched the cultural initiative ‘Bharat Surotsav’ in Chennai?,State Bank of India,HDFC Bank,Federal Bank,ICICI Bank,Axis Bank,Federal Bank
269,RBI increased the maximum credit period for pre- and post-shipment export credit to how many days?,270 days,300 days,360 days,450 days,500 days,450 days
270,"According to the PLFS Quarterly Bulletin (July–September 2025), what was India’s unemployment rate for persons aged 15 years and above in Q2 FY26?",4.4%,5.2%,5.4%,6.8%,8.9%,5.2%
271,Which three key surveys were launched by the Reserve Bank of India in November 2025?,"Industrial Outlook Survey, Udyog Survey, Banking Trend Survey","Inflation Expectations Survey of Households, Rural Consumer Confidence Survey, Urban Consumer Confidence Survey","Household Debt Survey, Labour Force Survey, Urban Market Survey","Price Stability Survey, Rural Income Survey, City Demand Survey","Monetary Outlook Survey, Employment Sentiment Survey, Household Spending Survey","Inflation Expectations Survey of Households, Rural Consumer Confidence Survey, Urban Consumer Confidence Survey"
272,Which scheme was launched by Union Minister Dr. Mansukh Mandaviya in November 2025 to encourage voluntary enrollment of eligible employees under the Employees’ Provident Fund?,Employee Pension Scheme 2025,Employee Enrollment Scheme 2025,Pradhan Mantri Shram Yogi Maan-dhan 2025,Atal Pension Yojana 2025,EPF Digital Initiative 2025,Employee Enrollment Scheme 2025
273,Which Union Minister inaugurated India’s first modern river ferry terminal at Guwahati Gateway on the banks of the Brahmaputra River?,"Union Minister for Ports, Shipping & Waterways",Union Minister of Finance,Union Minister of Road Transport & Highways,Union Minister of Tourism,Union Minister of Urban Development,Union Minister of Finance
274,Which forest area has been directed by the Supreme Court to be declared a wildlife sanctuary?,Saranda Forest,Palamu Forest,Betla Forest,Dalma Forest,Gumla Forest,Saranda Forest
275,Which countries participated in the Strategic Cyber Exercise organized by India?,BRICS nations,ASEAN nations,Five Central Asian countries,SAARC countries,G20 countries,Five Central Asian countries
276,When was the Mudh-Nyoma (Nyoma) Airbase in Ladakh operationalised?,1 November 2025,13 November 2025,20 December 2025,5 October 2025,25 November 2025,13 November 2025
277,Which DRDO laboratory has developed the new generation of Man- portable Autonomous Underwater Vehicles (MP-AUVs)?,"NPOL, Kochi","LRDE, Bengaluru","NSTL, Visakhapatnam","DEAL, Dehradun","DRDL, Hyderabad","NSTL, Visakhapatnam"
278,Who has been appointed as the President of the Organization Internationale des Constructeurs d’Automobiles (OICA)?,John Bozzella,Kenichi Ayukawa,Guenter Butschek,Shailesh Chandra,R.C. Bhargava,Shailesh Chandra
279,"In the Bihar Assembly Election 2025, how many seats did the NDA win in the 243-member Assembly?",150,175,202,189,120,202
280,Which countries will co-host the 2026 FIH Hockey World Cup for both men’s and women’s tournaments?,Belgium & Germany,Netherlands & France,Belgium & Netherlands,Germany & Netherlands,Belgium & Spain,Belgium & Netherlands
281,Who secured the Year-End World No. 1 ATP ranking in 2025?,Novak Djokovic,Jannik Sinner,Rafael Nadal,Carlos Alcaraz,Daniil Medvedev,Carlos Alcaraz
282,Which initiative was launched by the Ministry of Panchayati Raj to educate students about Panchayati Raj Institutions through participatory learning?,National Youth Parliament,Rural Leadership Program,Student Panchayat Program,Gram Shakti Initiative,Model Youth Gram Sabha (MYGS),Model Youth Gram Sabha (MYGS)
283,"Which university launched ‘Campus Tank’, India’s biggest university-led launchpad for young innovators?",IIT Delhi,"Chandigarh University, Uttar Pradesh",BITS Pilani,University of Mumbai,Amity University,"Chandigarh University, Uttar Pradesh"
284,India’s rank in the Global Innovation Index has improved from 81 to what position?,45,50,38,30,28,38
285,Which minister launched the 5th Marine Fisheries Census (MFC 2025) along with the digital apps VyAS–BHARAT and VyAS–SUTRA?,"Union Minister of State for Fisheries, Animal Husbandry & Dairying",Union Minister of Agriculture,"Union Minister of Environment, Forest and Climate Change",Union Minister of Rural Development,Union Minister of Science & Technology,"Union Minister of State for Fisheries, Animal Husbandry & Dairying"
286,How much sugar export quota has the Centre allowed for the 2025-26 season?,5 LMT,10 LMT,12 LMT,15 LMT,20 LMT,15 LMT
287,"Which company has commissioned India’s largest green hydrogen manufacturing plant at Vijayanagar, Karnataka?",Reliance Industries Limited,JSW Energy Limited,NTPC Limited,Tata Power,Adani Green Energy,JSW Energy Limited
288,What is the name of the new U.S. military operation launched in Latin America?,Operation Desert Shield,Operation Southern Spear,Operation New Dawn,Operation Pacific Guard,Operation Caribbean Storm,Operation Southern Spear
289,"Who inaugurated “Co-op Kumbh 2025”, an International Conference on the Urban Cooperative Credit Sector, in New Delhi?",Nirmala Sitharaman,Piyush Goyal,Amit Shah,Rajnath Singh,Narendra Modi,Amit Shah
290,"What was the annual credit growth of banks at the end of October 31, 2025?",9.7%,10.5%,11.3%,12.0%,13.5%,11.3%
291,Which bank celebrated its 107th foundation day and inaugurated 51 new branches virtually?,Union Bank of India,Punjab National Bank,State Bank of India,Bank of Baroda,Canara Bank,Union Bank of India
292,Who has been appointed as the Part-Time Chairman of Jammu & Kashmir (J&K) Bank Limited?,Amitava Chatterjee,S Krishnan,Rajesh Kumar,Sunil Mehta,P K Gupta,S Krishnan
293,Marble from which place in Gujarat has received the Geographical Indication (GI) tag for its high-quality white stone?,Palitana,Dwarka,Ambaji,Somnath,Girnar,Ambaji
294,Which Indian company has joined the Taskforce on Nature-related Financial Disclosures (TNFD) as an “Adopter”?,Reliance Industries,Adani Ports and Special Economic Zone Limited,Tata Steel,Larsen & Toubro,Mahindra & Mahindra,Adani Ports and Special Economic Zone Limited
295,How many AMRIT pharmacies are currently operational across India as the initiative completes 10 years?,150,200,255,350,500,255
296,Exercise Garuda 25 is being conducted between the Indian Air Force and which country's Air and Space Force?,USA,Russia,Australia,Japan,France,France
297,What is the name of the Border Security Force’s first all-women drone operations unit?,Shakti Drone Squadron,Durga Drone Squadron,Saraswati Drone Squadron,Bhavani Drone Squadron,Kali Drone Squadron,Durga Drone Squadron
298,Which company is building a 55-storey tower in Dubai named after Shah Rukh Khan?,Emaar Properties,Aldar Properties,Danube Properties,Nakheel,Dubai Holding,Danube Properties
299,Which traditional musical instruments of Sikkim received Geographical Indication (GI) registration?,Tungbuk and Pumtong Pulit,Ektara and Sitar,Tabla and Harmonium,Flute and Veena,Mridangam and Dhol,Tungbuk and Pumtong Pulit
300,Where was the 3rd edition of the International Conference on Green Hydrogen (ICGH 2025) held?,"India Expo Centre, Greater Noida","Vigyan Bhawan, New Delhi","Bharat Mandapam, New Delhi",Hyderabad International Convention Centre,Kolkata International Exhibition Centre,"Bharat Mandapam, New Delhi"
301,Which ministry withdrew Quality Control Orders on 14 petrochemical raw materials?,Ministry of Commerce & Industry,Ministry of Chemicals and Fertilizers,Ministry of Textiles,Ministry of Heavy Industries,"Ministry of Environment, Forest and Climate Change",Ministry of Chemicals and Fertilizers
302,Under which scheme is the Integrated Development of the Sohra (Cherrapunji) Tourism Circuit being funded?,PM Gati Shakti,NEC Special Development Scheme,PRASAD Scheme,Swadesh Darshan 2.0,PM-DevINE Scheme,PM-DevINE Scheme
303,Vrindavani Vastra was originally woven under the guidance of which saint-reformer?,Sankardev,Madhavdev,Chaitanya Mahaprabhu,Ramanujacharya,Vallabhacharya,Sankardev
304,Where will the Global Energy Leaders’ Summit (GELS) 2025 be held?,New Delhi,Mumbai,Hyderabad,Bengaluru,"Puri, Odisha","Puri, Odisha"
305,Which battalion’s valour was honoured with a special commemorative “My Stamp” unveiled by Union Minister Rajnath Singh?,11th Gorkha Rifles,12th Maratha Light Infantry,13th Kumaon Regiment,14th Sikh Regiment,15th Rajput Regiment,13th Kumaon Regiment
306,Which company has received the licence to explore and mine tungsten in Andhra Pradesh?,NMDC,Hindustan Zinc Ltd,Vedanta Aluminium,Coal India,NALCO,Hindustan Zinc Ltd
307,National Press Day is observed every year on which date?,10 November,12 November,14 November,16 November,18 November,16 November
308,How many Tribal Freedom Fighters Museums are being established by the Government of India under the Janjatiya Gaurav Varsh initiative?,5,8,11,15,20,11
309,What GDP growth projection has India Ratings and Research (Ind-Ra) made for India in Q2 FY26?,5.6%,6.4%,7.2%,7.8%,8.0%,7.2%
310,"Which bank organised the 10th edition of EVOLVE, a knowledge series for MSMEs, in Kozhikode, Kerala?",State Bank of India,HDFC Bank,ICICI Bank,Axis Bank,Punjab National Bank,Axis Bank
311,Which bank became the first lender to put its ₹511 crore exposure to Lavasa Corp up for sale?,Axis Bank,HDFC Bank,State Bank of India,ICICI Bank,Punjab National Bank,Axis Bank
312,When will the mCASH sending and claiming facility on OnlineSBI and YONO Lite be discontinued by SBI?,15 November 2025,30 November 2025,1 December 2025,31 December 2025,1 January 2026,30 November 2025
313,The Ministry of Defence signed a contract with Bharat Dynamics Limited for the procurement of which missile system for the Indian Army?,Nag Anti-Tank Missile,HELINA Missile,MPATGM,Konkurs-M Missile,INVAR Anti-Tank Guided Missile,INVAR Anti-Tank Guided Missile
314,How much investment has the Central Government announced for the modernization of New Mangalore Port?,"₹1,000 crore","₹1,200 crore","₹1,500 crore","₹1,800 crore","₹2,000 crore","₹1,500 crore"
315,Who won the National Gopal Ratna Award (NGRA) this year?,Sunil Patkar,Aravind Yashavant Patil,Prakash Rathod,Anand Deshmukh,Ramesh Sawant,Aravind Yashavant Patil
316,"Who has been appointed as UNICEF India’s Celebrity Advocate to promote awareness on children’s rights, mental health, education, and gender equality?",Alia Bhatt,Keerthy Suresh,Taapsee Pannu,Deepika Padukone,Priyanka Chopra,Keerthy Suresh
317,India’s trade deficit in October 2025 widened to how much?,$28.5 billion,$34.38 billion,$41.68 billion,$45.12 billion,$51.90 billion,$41.68 billion
318,Who has been selected as an Astronaut Candidate (ASCAN) for the 2025– 2029 Astronaut Training Programme of Titans Space Industries (TSI)?,Riya Ramesh,Kunchala Kaivalya Reddy,Meera Sanjeev,Tanisha Rao,Anika Varma,Kunchala Kaivalya Reddy
319,How many new projects were approved by MeitY under the ECMS scheme?,10,12,17,20,7,17
320,Who has been granted a second consecutive extension as Chairperson of the Public Enterprises Selection Board (PESB)?,Mallika Srinivasan,Arundhati Bhattacharya,Chanda Kochhar,Naina Lal Kidwai,Shikha Sharma,Mallika Srinivasan
321,Which state police force in India became the first to achieve a 100% response rate for cyber fraud complaints?,Kerala Police,Maharashtra Police,Goa Police,Karnataka Police,Delhi Police,Goa Police
322,Where has the 8th edition of the India-UK Joint Military Exercise “AJEYA WARRIOR-25” commenced?,"Pune, Maharashtra","Belgaum, Karnataka","Mahajan Field Firing Ranges, Rajasthan","Wellington, Tamil Nadu",Chandigarh,"Mahajan Field Firing Ranges, Rajasthan"
323,Where was the Artificial Intelligence (AI) Incubation Centre inaugurated by Union Education Minister Dharmendra Pradhan?,"Delhi Public School, RK Puram","Indian Institute of Technology, Delhi","Jawahar Navodaya Vidyalaya, Delhi","Kendriya Vidyalaya, RK Puram","Delhi University, Delhi","Delhi Public School, RK Puram"
324,Which organisation has collaborated with IndiaAI Mission to launch the ‘YUVAi for ALL’ programme?,Intellipaat,Coursera,Udemy,NASSCOM,Microsoft,Intellipaat
325,Which country completed its first government transaction using the Digital Dirham in under two minutes?,Saudi Arabia,United Arab Emirates,Qatar,Oman,Bahrain,United Arab Emirates
326,What real GDP growth has SBI projected for India in Q2 FY26?,6.5%,7.0%,8.0%,7.8%,7.5%,7.5%
327,Which bank partnered with Kendriya Vidyalaya Sangathan to implement salary accounts and an integrated salary portal for KVS employees?,State Bank of India,Punjab National Bank,Bank of Baroda,Canara Bank,Union Bank of India,Union Bank of India
328,Which company has received RBI’s final authorisation to operate as an offline payment aggregator?,Razorpay,Paytm,Infibeam Avenues,PhonePe,CCAvenue,Infibeam Avenues
329,Why has Bangladesh entered a critical phase of political unrest recently?,Due to economic crisis,Following natural disasters,Due to border tensions with India,Because of a military coup,After the International Crimes Tribunal sentenced former PM Sheikh Hasina to death,After the International Crimes Tribunal sentenced former PM Sheikh Hasina to death
330,Who has been honoured with the Chevalier de L’Ordre Arts et des Lettres (Knight of the Order of Arts and Letters)?,Sabu Cyril,Thota Tharani,Ilaiyaraaja,Mani Ratnam,Resul Pookutty,Thota Tharani
331,Where was the 10th edition of the International Gita Festival held?,"Varanasi, Uttar Pradesh","Rishikesh, Uttarakhand","Ujjain, Madhya Pradesh","Kurukshetra, Haryana","Mathura, Uttar Pradesh","Kurukshetra, Haryana"
332,Which ministry notified the “Sustainable Harnessing of Fisheries in the Exclusive Economic Zone” Rules to boost India’s marine potential?,"Ministry of Environment, Forest and Climate Change",Ministry of Shipping,Ministry of Agriculture,"Ministry of Fisheries, Animal Husbandry and Dairying",Ministry of Science and Technology,"Ministry of Fisheries, Animal Husbandry and Dairying"
333,What is the target set by the Ministry of Road Transport & Highways (MoRTH) for awarding national highway projects in FY 2026?,"6,000 km","7,500 km","10,000 km","12,000 km","15,000 km","10,000 km"
334,What is the name of the AI platform launched to collect beneficiary feedback on ration distribution?,Anna Darpan,Bhashini AI,ASHA – Anna Sahayata Holistic AI,Smart EXIM AI,Bhandaran 360°,ASHA – Anna Sahayata Holistic AI
335,Which Indian space agency is planning seven more launches this financial year and targeting Chandrayaan-4 in 2028?,ISRO,DRDO,HAL,SpaceX India,NSIL,ISRO
336,Which statement is correct regarding India’s performance in the QS Sustainability Rankings 2026?,India has two institutions in the top 200,IIT Delhi improved its ranking,No Indian institute made it to the top 200,IIT Bombay entered the top 100,India topped the global list,No Indian institute made it to the top 200
337,"Which Union Minister launched the ‘Watershed Mahotsav’ in Guntur, Andhra Pradesh to promote community-led water rejuvenation?",Narendra Singh Tomar,Shivraj Singh Chouhan,Nitin Gadkari,Bhupender Yadav,Prahlad Singh Patel,Shivraj Singh Chouhan
338,What is the total outlay proposed by the Ministry of Civil Aviation for the modified UDAN scheme?,"₹10,000 crore","₹18,000 crore","₹25,000 crore","₹30,000 crore","₹40,000 crore","₹30,000 crore"
339,How long did the longest government shutdown in US history last?,30 days,43 days,50 days,60 days,35 days,43 days
340,Which two countries are collaborating to establish the first cross-border rail link connecting Kokrajhar-Gephu and Banarhat-Samtse?,India and Nepal,India and Myanmar,India and Bangladesh,India and Bhutan,India and Sri Lanka,India and Bhutan
341,Which institute developed India’s first Indigenous Quantum Diamond Microscope?,IIT Delhi,IIT Bombay,IISc Bangalore,TIFR Mumbai,BARC Mumbai,IIT Bombay
342,"Who was the renowned environmentalist, known as the “tree woman of India,” who recently passed away?",Medha Patkar,Saalumarada Thimmakka,Vandana Shiva,Sunita Narain,Chandi Prasad Bhatt,Saalumarada Thimmakka
343,Bank of Baroda (BoB) and which institution have signed an MoU to enhance credit flow and support for MSMEs and startups?,NABARD,SIDBI,EXIM Bank,RBI,IFCI,SIDBI
344,Which bank launched the premium credit cards LUMIERE and NOVA to enter the high-end credit card segment?,HDFC Bank,RBL Bank,ICICI Bank,Axis Bank,Kotak Mahindra Bank,RBL Bank
345,Which bank was penalized ₹39.60 lakh by RBI for violating provisions of the PSS Act and BR Act?,Tamilnad Mercantile Bank Limited,HDFC Bank,State Bank of India,ICICI Bank,Punjab National Bank,Tamilnad Mercantile Bank Limited
346,What global ethical framework did UNESCO adopt during its 43rd General Conference?,Recommendation on the Ethics of Artificial Intelligence,Recommendation on the Ethics of Neurotechnology,Recommendation on the Ethics of Biotechnology,Recommendation on the Ethics of Digital Education,Recommendation on the Ethics of Robotics,Recommendation on the Ethics of Neurotechnology
347,Which companies signed a Memorandum to integrate drone technology into rural enterprises in India?,ISRO and DRDO,Mahindra & Mahindra and Reliance,Tata Consultancy Services and Infosys,AVPL International and CSC e-Governance Services India Limited,Bharat Electronics Limited and Wipro,AVPL International and CSC e-Governance Services India Limited
348,Where did ISRO successfully conduct the critical Main Parachute test for the Gaganyaan Crew Module?,"Sriharikota, Andhra Pradesh","Babina Field Firing Range, Jhansi","Thiruvananthapuram, Kerala","Jodhpur Air Base, Rajasthan","Bengaluru, Karnataka","Babina Field Firing Range, Jhansi"
349,Who has been appointed as the Chairman of the India Trade Promotion Organization (ITPO)?,Harsh Vardhan Shringla,Jawed Ashraf,Pradeep Singh Kharola,Vinay Mohan Kwatra,T.S. Tirumurti,Jawed Ashraf
350,Which company did the Centre for Development of Telematics (C-DOT) sign an agreement with for joint development of a Mission Critical Communication System?,Bharat Electronics Limited,Infosys,Tata Consultancy Services,Reliance Jio,NAM InfoCom Private Limited,NAM InfoCom Private Limited
351,Which beaches in Odisha received the Blue Flag certification for 2025–26?,Chandrabhaga and Gopalpur,Sunapur and Puri,Konark and Puri,Rushikulya and Chandrabhaga,Gopalpur and Konark,Sunapur and Puri
352,Which airline did IndiGo sign a Memorandum of Understanding with to establish a codeshare partnership?,China Southern Airlines,Air China,Cathay Pacific,Singapore Airlines,Japan Airlines,China Southern Airlines
353,Which organization launched a “one-stop” travel system to simplify regional travel in the Gulf?,Gulf Cooperation Council (GCC),Arab League,United Nations,Organization of Islamic Cooperation,World Tourism Organization,Gulf Cooperation Council (GCC)
354,What is the purpose of the “Startup Common Application Journey” launched on the Jan Samarth portal?,To provide subsidies for new startups,To offer a unified digital platform for startups to access credit across all Indian PSBs,To promote export-related services,To provide tax benefits for startups,To support startup incubation centres,To offer a unified digital platform for startups to access credit across all Indian PSBs
355,Which beach in Tamil Nadu retained the International Blue Flag Certification for the 5th consecutive year for 2025–26?,Marina Beach,Rameswaram Beach,Kovalam Beach,Silver Beach,Elliot’s Beach,Kovalam Beach
356,"Which renowned Indian computer scientist, known as the “Pitamaha of Computer Science education in India,” recently passed away?",Prof. C. R. Rao,Prof. V. Rajaraman,Prof. Vijay Bhatkar,Prof. Raj Reddy,Prof. P. V. Indiresan,Prof. V. Rajaraman
357,How many new names did RBI add to its alert list of unauthorised forex trading platforms?,5,6,11,8,7,7
358,"Bima Gram API, recently tested by IRDAI, is primarily designed to improve which of the following?",Urban insurance marketing,Rural insurance penetration,International reinsurance operations,Motor claim settlement,Agriculture subsidy distribution,Rural insurance penetration
359,Which country did the UAE make its first central bank digital currency (CBDC) payment to?,India,China,United States,Saudi Arabia,Japan,China
360,How much dividend did state-owned GIC Re pay to the Government of India for FY24-25?,Rs 750 crore,"Rs 1,445 crore","Rs 2,100 crore","Rs 6,701 crore",Rs 10 crore,"Rs 1,445 crore"
361,Which company received in-principle approval from SEBI to set up a Mutual Fund business?,HDFC Asset Management,Master Capital Services Limited,SBI Mutual Fund,ICICI Prudential AMC,Nippon India Mutual Fund,Master Capital Services Limited
362,Who has been appointed as the Whole-Time Member (WTM) of SEBI?,Ashwani Bhatia,Sandhip Pradhan,Amarjeet Singh,Kamlesh Chandra Varshney,Rajesh Kumar,Sandhip Pradhan
363,HAL has partnered with which German company for acquiring OAS and DVE helicopter technologies?,Airbus Defence,Thales Group,HENSOLDT Sensors GmbH,Rheinmetall AG,Diehl Defence,HENSOLDT Sensors GmbH
364,Which ministry launched the ‘YUVA AI for ALL’ free Artificial Intelligence course under the IndiaAI Mission?,Ministry of Skill Development and Entrepreneurship,Ministry of Education,Ministry of Electronics and Information Technology,Ministry of Science and Technology,Ministry of Labour and Employment,Ministry of Electronics and Information Technology
365,"As per TRAI, by which date must all commercial banks adopt the ‘1600’ numbering series?","March 1, 2026","January 1, 2026","February 15, 2026","March 15, 2026","December 31, 2025","January 1, 2026"
366,Which word has been declared the Cambridge Dictionary Word of the Year 2025?,Delulu,Skibidi,Parasocial,Tradwife,Slop,Parasocial
367,"As per the Jal Shakti Ministry data (2025), how many villages in India have achieved the ODF Plus Model stage?",1.00 lakh,3.50 lakh,4.86 lakh,5.67 lakh,6.10 lakh,4.86 lakh
368,How many cheetah cubs were born to Mukhi under India’s reintroduction initiative?,Three,Four,Five,Six,Seven,Five
369,How much amount was released by the Prime Minister under the 21st instalment of PM-KISAN?,"₹10,000 crore","₹12,500 crore","₹15,000 crore","₹18,000 crore","₹20,000 crore","₹18,000 crore"
370,Which brand topped the Kantar BrandZ’s Top 100 Most Valuable Indian Brands 2025 list?,Tata Consultancy Services (TCS),Airtel,Zomato,HDFC Bank,Reliance Jio,HDFC Bank
371,In which wildlife sanctuary of Gujarat was a tiger spotted after decades?,Gir National Park,Vansda National Park,Shoolpaneshwar Wildlife Sanctuary,Banni Grasslands Reserve,Ratanmahal Wildlife Sanctuary,Ratanmahal Wildlife Sanctuary
372,Roger Federer will be inducted into the International Tennis Hall of Fame in which year?,2025,2026,2027,2028,2030,2026
373,India was re-elected to the Executive Committee of the Codex Alimentarius Commission (CCEXEC) for which region?,Asia Region,Europe Region,Africa Region,Latin America Region,Oceania Region,Asia Region
374,"As per the revised MoRTH norms, what is the new fitness test fee for Light Motor Vehicles (LMVs) older than 20 years?","₹10,000","₹12,000","₹15,000","₹20,000","₹25,000","₹15,000"
375,"TIPS, with which RBI is linking UPI, is an instant payment system operated by which region?",ASEAN,Eurozone,SAARC,BIMSTEC,BRICS,Eurozone
376,From which month will AMFI start publishing separate data on Choti SIPs ( ₹250 SIPs)?,December 2025,January 2026,February 2026,March 2026,April 2026,January 2026
377,Which financial entity plans to request RBI to allow smaller urban cooperative banks to offer digital banking services?,NABARD,National Urban Co-operative Financial and Development Corporation (NUCFDC),SIDBI,RBI,PFRDA,National Urban Co-operative Financial and Development Corporation (NUCFDC)
378,Who has been awarded the honorary Doctor of Science (Economics) degree by the University of London?,Ratan Tata,Narayana Murthy,Kumar Mangalam Birla,Anand Mahindra,Gautam Adani,Kumar Mangalam Birla
379,Which country will host the COP31 climate summit under the emerging compromise arrangement?,Brazil,India,Australia,Turkey,United Kingdom,Turkey
380,What is the proposed tenure for the Cotton Productivity Mission as per recent reports?,3 years,5 years,7 years,10 years,12 years,10 years
381,Afghanistan’s Commerce and Industry Minister Alhaj Nooruddin Azizi is on a visit to which country to strengthen bilateral trade and investment ties?,Pakistan,China,UAE,Iran,India,India
382,Where did the recent volcanic eruption of Mount Semeru occur?,Japan,Indonesia,Philippines,Italy,Mexico,Indonesia
383,What is “Gemini 3.0” recently unveiled by Google?,A new quantum computing platform,A next-generation multimodal Large Language Model,A cloud storage service,A new Android operating system version,A virtual reality gaming platform,A next-generation multimodal Large Language Model
384,"Tata Power has signed a pact with which Bhutanese company for the 1,125 MW Dorjilung Hydropower Project?",Bhutan Hydro Corp,Druk Green Power Corporation,Bhutan Energy Ltd,Druk Hydro Systems,Bhutan River Power Authority,Druk Green Power Corporation
385,Who has been appointed as the new Telecom Secretary of India?,Neeraj Mittal,Amit Agrawal,Manoj Joshi,Atis Chandra,S. Krishna,Amit Agrawal
386,Which country received India’s first-ever export of LNG from IndianOil?,Bangladesh,Sri Lanka,Bhutan,Nepal,Myanmar,Nepal
387,Where will the 16th edition of the ICC U-19 Men’s Cricket World Cup 2026 be held?,India & Sri Lanka,South Africa & Zimbabwe,Australia & New Zealand,England & Ireland,Zimbabwe & Namibia,Zimbabwe & Namibia
388,Which country has recently become the newest member of the Colombo Security Conclave?,Seychelles,Mauritius,Maldives,Bangladesh,Malaysia,Seychelles
389,"Which state launched the KEO low-cost, AI-ready personal computer priced at Rs 18,999?",Kerala,Tamil Nadu,Telangana,Maharashtra,Karnataka,Karnataka
390,Into how many Labour Codes has the Government consolidated the earlier 29 labour laws?,2,3,4,5,6,4
391,India’s first privately built PSLV rocket will carry which satellite?,EOS-5,EOS-10,GSAT-12,Cartosat-4,RISAT-3,EOS-10
392,National Epilepsy Day in India is observed on which date?,10 February,17 November,Second Monday of February,1 December,5 January,17 November
393,When and where was the 8th National Naturopathy Day celebrated in 2025?,"Nisarg Gram, Yewalewadi, Pune","AIIMS, New Delhi",Pune University Campus,"National Health Academy, Bengaluru","Patanjali Yogpeeth, Haridwar","Nisarg Gram, Yewalewadi, Pune"
394,"According to IRDAI, by what percentage did health insurance claims rise in FY25?",12.88%,18.5%,21.18%,25.40%,30.12%,21.18%
395,PayGlocal has received RBI’s final approval to operate as which category of Payment Aggregator?,PA – Domestic,PA – Cards Only,PA – Cross Border – Inward & Outward,PA – Wallet Based,PA – UPI Only,PA – Cross Border – Inward & Outward
396,NCDEX is preparing to acquire a stake in the upcoming CSEDEX exchange of which country?,Bangladesh,Sri Lanka,Nepal,Myanmar,Thailand,Sri Lanka
397,"As per the proposed Insurance Laws (Amendment) Bill, what will be the new FDI limit in India’s insurance sector?",74%,90%,100%,49%,85%,100%
398,Where is the Sixth International Agronomy Congress (IAC-2025) being held?,New Delhi,Mumbai,Bengaluru,Hyderabad,Chennai,New Delhi
399,Which state unveiled India’s first-ever Quantum City concept at the Bengaluru Tech Summit 2025?,Tamil Nadu,Kerala,Maharashtra,Telangana,Karnataka,Karnataka
400,What is the current interest rate offered under the Sukanya Samriddhi Yojana?,7.6%,8.0%,8.2%,8.5%,9.1%,8.2%
401,Who inaugurated the 2nd edition of the Bharatiya Kala Mahotsav?,Droupadi Murmu,Amit Shah,Prime Minister Narendra Modi,G. Kishan Reddy,Rajnath Singh,Droupadi Murmu
402,Where has India Post inaugurated its first revamped Gen Z–themed Post Office?,IIT Bombay,IIT Delhi,IIT Madras,Delhi University,JNU,IIT Delhi
403,Which organization is partnering with IFFI 2025 to celebrate childhood through cinema?,WHO,UNICEF,UNESCO,Save the Children,Red Cross,UNICEF
404,Which traditional craft from Arunachal Pradesh recently received the Geographical Indication (GI) tag?,UNESCO Cultural Heritage Status,National Award for Handicrafts,Geographical Indication (GI) Tag,Heritage Craft Certification,Tribal Art Excellence Mark,Geographical Indication (GI) Tag
405,"What is the aim of the “Humara Shauchalaya, Hamara Bhavishya” campaign?",Promote digital literacy,Encourage tree plantation,Highlight the importance of toilets and proper sanitation,Support rural employment,Reduce water pollution,Highlight the importance of toilets and proper sanitation
406,INS Sahyadri recently took part in which bilateral naval exercise?,MILAN,MALABAR,AUSINDEX 2025,SLINEX,IND–INDO CORPAT,AUSINDEX 2025
407,What is the main objective of the PM-USHA scheme launched by the Ministry of Education?,Promote vocational training,Improve quality & accessibility of higher education,Provide scholarships for school students,Digital literacy for rural areas,Infrastructure development for primary schools,Improve quality & accessibility of higher education
408,Whom did Lakshya Sen defeat to win the 2025 Australian Open men’s singles title?,Kento Momota,Lee Zii Jia,Yushi Tanaka,Loh Kean Yew,Shi Yuqi,Yushi Tanaka
409,Who won the 74th Miss Universe 2025 title?,Manika Vishwakarma,Praveenar Singh,Stephany Abasali,Fátima Bosch,Harnaaz Sandhu,Fátima Bosch
410,Who inaugurated the National One Health Mission Assembly 2025?,Prime Minister Narendra Modi,Dr. Mansukh Mandaviya,Shri Jagat Prakash Nadda,Union Minister of Science & Technology,Dr. Randeep Guleria,Shri Jagat Prakash Nadda
411,"As per Statista, which country is projected to be the fastest-growing Quick Commerce (Q-Com) market among the global top 3 during 2025-2030?",China,United States,India,Japan,South Korea,India
412,Which agency has been designated as the new safety regulator for around 250 maritime facilities in India?,Indian Coast Guard,BSF,Indian Navy,MoPSW,CISF,CISF
413,Who became India’s 26th Woman Grandmaster (WGM) in 2025?,Koneru Humpy,Harika Dronavalli,Sarayu Velpula,Tania Sachdev,Bhakti Kulkarni,Sarayu Velpula
414,Which country’s poliovirus type-2 outbreak was officially declared over by the WHO in November 2025?,India,Pakistan,Afghanistan,Indonesia,Philippines,Indonesia
415,What is observed on November 21 every year to highlight the impact of television?,World Radio Day,World Television Day,World Media Day,International Broadcasting Day,Television Awareness Day,World Television Day
416,Which Indian fintech firm recently received RBI approval to operate as a full-service Payment Aggregator?,Razorpay,PayGlocal,Paytm,PhonePe,Easebuzz,Easebuzz
417,To which fiscal year will India switch its GDP national accounts base year as announced by MoSPI?,FY 2011-12,FY 2015-16,FY 2022-23,FY 2023-24,FY 2004-05,FY 2022-23
418,Who has been appointed as the Part-Time Chairperson of Jana Small Finance Bank (Jana SFB)?,R. Ramaseshan,Shikha Sharma,Chitra Talwar,Usha Anand Subramanian,Anil Kumar Singh,Chitra Talwar
