Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
292,What is the new motto adopted by the Lokpal of India in 2025?,Integrity and Justice,Ma Gridhah Kasyasvid Dhanam,"Empower Citizens, Expose Corruption","Serve Honestly, Punish Corruption",Truth Alone Triumphs,"Empower Citizens, Expose Corruption"
293,"Who has been appointed as the new MD and Head of Meta India with effect from July 1, 2025?",Rajeev Chandrasekhar,Raghavan Srinivasan,Sandhya Devanathan,Arun Srinivas,Prashant Singh,Arun Srinivas
294,"Which regulation designates English, Hindi, Urdu, Bhoti, and Purgi as the official languages of the Union Territory of Ladakh?","Ladakh Reservation (Amendment) Regulation, 2025","Ladakh Official Languages Regulation, 2025","Ladakh Cultural Promotion Act, 2025","Ladakh Autonomous Hill Councils Act, 2025","UT Language Policy Notification, 2025","Ladakh Official Languages Regulation, 2025"
295,What is the primary objective of the Ministry of Ayush’s 'Y-Break' initiative?,Promote yoga in schools,Offer 30-minute yoga classes,Encourage 5-minute workplace wellness breaks,Train yoga instructors for rural areas,Provide yoga therapy for chronic diseases,Encourage 5-minute workplace wellness breaks
296,What is the main purpose of a black box in aircraft?,To reduce engine noise,To guide air traffic,To record flight data and cockpit conversations,To store passenger information,To assist in fueling,To record flight data and cockpit conversations
297,Who is the author of the book “Will India Get Rich Before it Turns 100?”,Gurcharan Das,Ruchir Sharma,Prosenjit Datta,Kaushik Basu,Arvind Subramanian,Prosenjit Datta
298,What is the name of the first-ever joint military exercise between the Special Forces of the Indian and US Air Forces held in 2025?,Vajra Prahar,Sangam,Tiger Claw,Garuda Strike,Air Dagger,Tiger Claw
299,Which team won the Ultimate Table Tennis (UTT) Season 6 title in 2025?,Chennai Lions,Bengaluru Smashers,Jaipur Patriots,U Mumba,Dabang Delhi TTC,U Mumba
300,Prime Minister Narendra Modi was recently awarded the Grand Cross of the Order of Makarios III by which country?,Greece,Portugal,Cyprus,France,Germany,Cyprus
301,What is the objective of the recently launched CROPIC initiative by the Ministry of Agriculture?,Promote organic farming,Monitor crop health and assess crop loss using AI,Distribute free seeds to farmers,Increase irrigation facilities,Implement drone-based spraying,Monitor crop health and assess crop loss using AI
302,"Which team won the ICC World Test Championship Final 2025, defeating Australia at Lord’s?",South Africa,India,England,New Zealand,Pakistan,South Africa
303,What is the name of the Israeli air operation launched on 13th June 2025 targeting Iran’s nuclear and military facilities?,Operation Desert Storm,Operation Iron Sword,Operation Rising Lion,Operation Thunder Shield,Operation Sky Hammer,Operation Rising Lion
304,Who was recently conferred the Srimanta Sankardeva Award by the Government of Assam?,Mallika Sarabhai,Padma Subrahmanyam,Dr. Sonal Mansingh,Alarmel Valli,Rukmini Devi Arundale,Dr. Sonal Mansingh
305,Where was the earliest known reference to the term “Telangana” recently found?,Warangal,Nizamabad,Tellapur,Karimnagar,Adilabad,Tellapur
306,"Who is the author of the book ""The Man Who Became Cinema: Dilip Kumar""?",Nasreen Munni Kabir,Ashok Chopra,Bhawana Somaaya,Yasir Usman,Anupama Chopra,Ashok Chopra
307,What is the name of the world’s first unified global checklist of bird species launched in 2025?,BirdMap,AviList,GlobalBirds,OrniCheck,UniBird,AviList
308,Nepal began exporting 40 MW electricity to Bangladesh through which country’s power grid?,Bhutan,India,China,Myanmar,Sri Lanka,India
309,What is the name of the newly developed mango variety named after Union Minister Rajnath Singh by Padma Shri awardee Haji Kalimullah Khan?,Rajnath Kesari,Malihabadi Singh,Raksha Aam,Kalim Raj Mango,Rajnath Aam,Rajnath Aam
310,"Who is the subject of the book Portrait of a Genius, which highlights the contributions of an Indian scientist?",Meghnad Saha,C.V. Raman,Hiranya Chandra Bhuyan,Homi Bhabha,Vikram Sarabhai,Hiranya Chandra Bhuyan
311,What is the theme of World Blood Donor Day 2025 observed on 14 June?,"Share Life, Give Blood",Give Blood and Keep the World Beating,"Give blood, give hope: together we save lives",Safe Blood Saves Lives,Be There for Someone Else,"Give blood, give hope: together we save lives"
312,"Vedanta Aluminium signed an MoU with which bank to provide collateral-free financing to MSMEs and OEMs through BALCO in Korba, Chhattisgarh?",State Bank of India,Bank of Baroda,Punjab National Bank,Central Bank of India,Union Bank of India,Central Bank of India
313,"Recently, the RBI approved the extension of the term of Sandeep Batra as Executive Director of which bank?",HDFC Bank,ICICI Bank,Axis Bank,SBI,Kotak Mahindra Bank,ICICI Bank
314,Which company launched the fully digital ‘Business Loan 24/7’ product for MSMEs in India?,Bajaj Finserv,HDFC Bank,Tata Capital,Muthoot Finance,Poonawalla Fincorp,Poonawalla Fincorp
315,"Recently, the Reserve Bank of India issued draft regulations for which type of derivatives?",Commodity Derivatives,Currency Derivatives,Rupee Interest Rate Derivatives,Credit Default Swaps,Equity Derivatives,Rupee Interest Rate Derivatives
316,Who has been appointed as the Managing Director (MD) and Chief Executive Officer (CEO) of CSB Bank for a 3-year term?,Shyam Srinivasan,Pralay Mondal,Rajkiran Rai G,Sandeep Bakhshi,Atanu Chakraborty,Pralay Mondal
317,Which stock exchange received SEBI approval to launch monthly electricity futures contracts?,Bombay Stock Exchange,National Commodity & Derivatives Exchange,National Stock Exchange,Indian Energy Exchange,Multi Commodity Exchange,National Stock Exchange
318,IFC has committed $60 million investment in which company’s investment arm?,HDFC Group,Motilal Oswal Group,ICICI Group,Axis Group,Kotak Group,Motilal Oswal Group
319,"What is the name of the 5th Fast Patrol Vessel launched by Goa Shipyard Ltd. (GSL) for the Indian Coast Guard on June 16, 2025?",Arjun,Abhay,Ajeya,Anant,Achal,Achal
320,Why has India directed IREL (India) Limited to suspend its rare earth supply agreement with Japan?,Due to environmental concerns,To comply with WTO guidelines,To promote private sector participation,To prioritize domestic needs and reduce dependence on Chinese chains,To encourage exports to Euope,To prioritize domestic needs and reduce dependence on Chinese chains
321,"Recently, TRAI capped the charges for Wi-Fi hotspot operators related to which scheme?",BharatNet,PM-WANI,Digital India,Startup India,Make in India,PM-WANI
322,Who became the first female physique sports athlete from Arunachal Pradesh to win a gold medal at an international event?,Sangay Dema,Hillang Yajik,Tashi Lhamu,Anshu Jamsenpa,Pema Dolma,Hillang Yajik
323,What is the name of the indigenous VTOL drone recently tested by the Indian Army for precision strikes?,Garudstrike,Rudrastra,Agnivega,Trinetra,Nirbhay,Rudrastra
324,Which of the following platforms was NOT among those launched by Amit Shah for disaster management in June 2025?,NDEM Lite 2.0,Flood Hazard Zonation Atlas of Assam,National Cyber Emergency Alert System,Integrated Control Room for Emergency Response,All were launched,National Cyber Emergency Alert System
325,Which gin became the first alcohol label from Northeast India to be exported?,Kaziranga Craft Gin,Shillong Dry Gin,Cherrapunji Eastern Craft Gin,Brahmaputra Botanical Gin,Meghalaya Highland Gin,Cherrapunji Eastern Craft Gin
326,"Who has been appointed as the 18th Chief of the UK’s Secret Intelligence Service (MI6), becoming the first woman to lead the agency?",Fiona Hill,Anne Keast-Butler,Blaise Metreweli,Stella Rimington,Cressida Dick,Blaise Metreweli
327,Who among the following has recently resigned from the position of India’s G20 Sherpa?,Ajit Doval,Amitabh Kant,S. Jaishankar,Rajiv Kumar,Arvind Panagariya,Amitabh Kant
328,Garden Reach Shipbuilders and Engineers (GRSE) signed a contract with which organization for building two Coastal Research Vessels (CRVs)?,Geological Survey of India,DRDO,Indian Navy,Indian Coast Guard,National Institute of Ocean Technology,Geological Survey of India
329,Which country recently joined BRICS as its 10th partner country?,Malaysia,Kazakhstan,Nigeria,Vietnam,Uzbekistan,Vietnam
330,What is the purpose of the newly sanctioned Forest Rights Act (FRA) Cells under the Dharti Aba Janjatiya Gram Utkarsh Abhiyaan?,Conduct forest conservation surveys,Implement rural employment schemes,"Accelerate the implementation of FRA, 2006",Promote eco-tourism in tribal areas,Monitor wildlife movement in forest regions,"Accelerate the implementation of FRA, 2006"
331,Which state launched the 'Udyog Kranti' initiative to boost industrial growth and streamline business approvals?,Maharashtra,Gujarat,Karnataka,Punjab,Haryana,Punjab
332,Where was the 6th Governing Council meeting of the National Investment and Infrastructure Fund (NIIF) held?,Mumbai,Bengaluru,Hyderabad,New Delhi,Kolkata,New Delhi
333,When is World Wind Day celebrated annually to highlight the role of wind energy?,5 June,15 June,21 April,10 August,30 May,15 June
334,RuPay has partnered with which international company to offer 25% cashback for in-store transactions abroad?,Visa,MasterCard,JCB International,American Express,UnionPay,JCB International
335,"According to the new NPCI directives effective from June 16, 2025, what is the new time limit for UPI transactions to be processed?",5–10 seconds,10–15 seconds,15–20 seconds,20–25 seconds,30 seconds,15–20 seconds
336,"In May 2025, India’s wholesale inflation eased to what percentage, marking a 14-month low?",0.85%,0.49%,0.39%,0.26%,0.75%,0.39%
337,TRAI has launched a pilot project with RBI to digitise user consent in which sector?,Health Sector,Telecom Sector,E-commerce Sector,Banking Sector,Education Sector,Banking Sector
338,Which company won the $2 million Food Planet Prize 2025 for its breakthrough in green fertilizer technology?,AgriTech Global,BioFert Solutions,NitroCapt,EcoGrow Labs,GreenAgro Tech,NitroCapt
339,Who has been appointed as the head of the high-level multi-disciplinary committee to investigate the Air India flight AI 171 crash in Ahmedabad?,Govind Mohan,Rajiv Bansal,Vumlunmang Vualnam,Arun Kumar,Sanjeev Kumar,Govind Mohan
340,Where has Maruti Suzuki launched India’s largest in-plant railway siding?,Gurugram,Sanand,Manesar,Palwal,Faridabad,Manesar
341,"As per the 2025 ""Women in Politics"" report by IPU and UN Women, what is India’s rank in terms of women in political leadership roles?",98th,135th,150th,174th,181st,174th
342,Who was unanimously elected as the President of the International Big Cat Alliance (IBCA)?,Narendra Modi,S.P. Yadav,Bhupender Yadav,Rajnath Singh,Amit Shah,Bhupender Yadav
343,"Which city has been selected as the national host for the 11th International Day of Yoga (IDY) to be held on June 21, 2025?",Rishikesh,Srinagar,Bengaluru,Visakhapatnam,Ahmedabad,Visakhapatnam
344,Patanjali Group signed an agreement with which Malaysian firm to source oil palm seeds?,Sime Darby,Felda Global Ventures,Sawit Kinabalu,IOI Corporation,Genting Plantatins,Sawit Kinabalu
345,Where was the 53rd edition of NATO’s Baltic Operations Exercise (BALTOPS 25) launched in 2025?,Germany,Portugal,Latvia,Sweden,Norway,Latvia
346,Which Indian state has become the first to bring all Urban Local Bodies (ULBs) under a single platform through the 'E-Nagarpalika 2.0' scheme?,Maharashtra,Gujarat,Uttar Pradesh,Rajasthan,Madhya Pradesh,Madhya Pradesh
347,Which organization has partnered with the Directorate General of Training to launch a Green Skills and Electric Vehicles training program?,Tata Motors,Shell India,NTPC Limited,Indian Oil Corporation,Mahindra Electric,Shell India
348,What is the official reference date for the 2027 Census across most parts of India?,1 January 2027,1 April 2026,1 March 2027,1 October 2026,15 August 2027,1 March 2027
349,"Reliance Defence Limited signed a Rs.10,000 crore agreement with which foreign company to produce the Vulcano 155 mm Precision-Guided Munition system in India?",Diehl Defence GmbH & Co. KG,Leonardo S.p.A,Rheinmetall AG,BAE Systems,Thales Group,Diehl Defence GmbH & Co. KG
350,"Leena Nair, the Global CEO of Chanel, was awarded the Commander of the Order of the British Empire (CBE) for her leadership in which sector?",Technology Sector,Healthcare Sector,Education Sector,Retail and Consumer Sector,Fashion Design Sector,Retail and Consumer Sector
351,Who has been appointed as the Global Ambassador for the Esports World Cup 2025?,Lionel Messi,Neymar Jr.,Virat Kohli,Kylian Mbappé,Cristiano Ronaldo,Cristiano Ronaldo
352,What is the name of the mobile application showcased by DGTS MZU for international travelers to pre-file customs declarations?,SUVIDHA,YATRI,ATITHI,NRI Connect,TRAVEL SAFE,ATITHI
353,What is the ‘Trump Card’ recently in news offering to wealthy foreigners?,U.S. Citizenship Test Waiver,Green Card with Job Offer,U.S. Residency for $5 million,Citizenship through Investment,Fast-track student visa,U.S. Residency for $5 million
354,Where is the headquarters of the International Organization for Marine Aids to Navigation (IALA) located?,"Saint-Germain-en-Laye, France",Singapore,"Geneva, Switzerland","New York, USA","Tokyo, Japan","Saint-Germain-en-Laye, France"
355,CreditAccess Grameen recently secured a USD 100 million loan through External Commercial Borrowing (ECB). Which bank provided this loan?,HSBC,Standard Chartered Bank,Bank of America,Barclays Bank,Citi Bank,Standard Chartered Bank
356,From which date will the revised agency commission rates for banks handling government transactions become applicable?,"January 1, 2025","March 31, 2025","July 1, 2025","June 1, 2025","April 1, 2025","April 1, 2025"
357,"Who has recently been appointed as a Member of the SEBI Board, replacing Ajay Seth?",Deepti Gaur Mukerjee,Meena Agarwal,Anuradha Thakur,Nirmala Deshpande,Neelam Singh,Anuradha Thakur
358,"As per SEBI’s new directive, what is the revised expiry day for NSE’s weekly index derivatives from July 1, 2024?",Monday,Tuesday,Wednesday,Thursday,Friday,Tuesday
359,NTPC Limited recently secured a USD 750 million loan through External Commercial Borrowing (ECB). Which two banks acted as the Mandated Lead Arrangers and Underwriters for this deal?,SBI and ICICI Bank,Bank of Baroda and Axis Bank,ICICI Bank and Yes Bank,Punjab National Bank and HDFC Bank,Bank of Baroda and HDFC Bank,Bank of Baroda and HDFC Bank
360,What is the name of the new AI-based agriculture policy approved by the Maharashtra Cabinet for 2025–29?,MahaFarm-AI,MahaKrishi-AI,MahaAgri-AI,SmartAgri-MH,AgriFuture-Maharashtra,MahaAgri-AI
361,"According to the PGI 2.0 report for 2023–24, which Union Territory ranked highest in school education performance?",Delhi,Chandigarh,Puducherry,Jammu & Kashmir,Ladakh,Chandigarh
362,What is the name of the campaign launched by the Ministry of Tribal Affairs to promote tribal empowerment and grassroots participation?,Vanbandhu Kalyan Yojana,Adi Adarsh Abhiyan,Dharti Aaba Janbhagidari Abhiyan,Tribal Samagra Vikas Mission,Janjatiya Gaurav Yatra,Dharti Aaba Janbhagidari Abhiyan
363,What is the name of the Indian operation launched to evacuate Indian nationals from Iran amid the Israel-Iran conflict?,Operation Ganga,Operation Samudra Setu,Operation Vijay,Operation Shakti,Operation Sindhu,Operation Sindhu
364,What is the name of the water conservation initiative launched by the Madhya Pradesh government from March 30 to June 30?,Jal Jeevan Mission,Nadi Shodh Abhiyan,Jal Ganga Sanvardhan Abhiyan,Namami Gange Mission,River Revival Yatra,Jal Ganga Sanvardhan Abhiyan
365,What is the title of the recently released book documenting Girish Karnad’s cinematic journey?,Karnad Chronicles,Kaleidoscope of Cinema,Karnad Kaleidoscope,Karnad Reflections,Glimpses of Karnad,Karnad Kaleidoscope
366,"As of June 2025, what percentage of India’s national income is projected to come from the digital economy for the year 2024–25?",11.74%,12.50%,13.42%,14.80%,15.25%,13.42%
367,From which date will the FASTag-based annual pass for private vehicles become effective?,"July 1, 2025","August 15, 2025","October 2, 2025","January 26, 2026","June 30, 2025","August 15, 2025"
368,Indian tennis player Ankita Raina recently clinched her 32nd career doubles title at which ITF tournament?,ITF Valencia,ITF Madrid,ITF Porto,ITF Lisbon,ITF Guimaraes,ITF Guimaraes
369,"According to SIPRI’s 2025 Yearbook, how many nuclear warheads does India possess as of January 2025?",150,170,180,200,165,180
370,How many houses have been approved under the latest PMAY-U 2.0 announcement by the Central Government?,2.35 lakh,2.00 lakh,1.85 lakh,3.00 lakh,7.09 lakh,2.35 lakh
371,What year has the United Nations General Assembly (UNGA) declared as the International Year of the Woman Farmer (IYWF)?,2024,2025,2026,2027,2028,2026
372,Which Indian institute has recently been designated as a Category A Rinderpest Holding Facility (RHF) by WOAH and FAO?,"ICAR-IVRI, Bareilly","ICAR-NDRI, Karnal","ICAR-NIHSAD, Bhopal","ICAR-CARI, Izatnagar","ICAR-CIRG, Mathura","ICAR-NIHSAD, Bhopal"
373,What is India’s rank in the Energy Transition Index 2025 released by the World Economic Forum?,63rd,51st,88th,71st,101st,71st
374,The UN General Assembly has declared which date as the International Day Against Unilateral Coercive Measures?,October 24,November 14,December 4,September 10,January 26,December 4
375,What is the theme of Sustainable Gastronomy Week 2025 observed from June 16 to 22?,"Eat Green, Live Clean",Heritage on the Plate,"Local Seeds, Local Eats","Smart Farming, Smart Eating",Culture on the Table,"Local Seeds, Local Eats"
376,Where has India’s first Cyber-Security Operation Centre “Sahakar Suraksha” been launched by the Maharashtra State Cooperative Bank?,Pune,Aurangabad,Nashik,"Vashi, Navi Mumbai",Nagpur,"Vashi, Navi Mumbai"
377,"As per Swiss National Bank (SNB) data, how much Indian money was parked in Swiss banks in 2024?",1.04 billion Swiss francs,2.5 billion Swiss francs,3.5 billion Swiss francs,4.2 billion Swiss francs,346 million Swiss francs,3.5 billion Swiss francs
378,Which organization partnered with the SBI Foundation to expand the experiential Kriya programme in Raichur district?,NCERT,Azim Premji Foundation,Prayoga Institute of Education Research,NITI Aayog,Vidya Bharati,Prayoga Institute of Education Research
379,What is the name of the centralized payment system promoted by SEBI for secure fee payments to investment advisers and research analysts?,FinTrack,CeFCoM,PaySecure,SEBI PayNet,TrustPay,CeFCoM
380,Which digital financial platform recently joined the ONDC network as a buyer- side participant?,Paytm,PhonePe,Bajaj Markets,Google Pay,MobiKwik,Bajaj Markets
381,"Myntra's M-Now delivery service, recently launched in Delhi-NCR and Mumbai, delivers products in how much time?",2 hours,1 hour,45 minutes,30 minutes,Same day,30 minutes
382,What is the objective of the nationwide survey launched jointly by ICMR and WHO in India?,To monitor vaccine distribution,To develop India-specific Child Growth Standards,To update the maternal mortality index,To study regional malnutrition levels,To assess pediatric vaccination impact,To develop India-specific Child Growth Standards
383,Which Indian animated film won the Jury Award for Best Commissioned Film at the Annecy International Animation Festival 2025?,Bombay Rose,Gully Boy Animation,The Mango Tree,India Ink,Desi Oon,Desi Oon
384,"Which European country did the Indian Prime Minister visit in 2025, marking the first-ever visit by an Indian PM to that nation?",Hungary,Serbia,Croatia,Slovenia,Montenegro,Croatia
385,Which Indian publication was named ‘The Champion of Digital Media Awards South Asia 2025’ at the WAN-IFRA Digital Media Awards?,Times of India,The Indian Express,Hindustan Times,The Hindu,Deccan Chronicle,The Hindu
386,Where was the “Yoga Connect 2025” global summit organized ahead of the 11th International Day of Yoga?,Visakhapatnam,Bengaluru,Rishikesh,"Vigyan Bhawan, New Delhi",Ahmedabad,"Vigyan Bhawan, New Delhi"
387,Where did Finance Minister Nirmala Sitharaman lay the foundation stone for a Mini Planetarium and Astro Globe in June 2025?,Leh,Kargil,Hanle,Srinagar,Tawang,Hanle
388,"Who is the author of the debut novel ""The Stars Light the Way"" released in 2025?",Jacinda Ardern,Sucheta Raj Khanna,Parvati Tirkey,Advait Kottary,Sushil Shukla,Sucheta Raj Khanna
389,Which organization entered the Guinness Book of World Records for receiving the most water conservation pledges in a week?,Delhi Jal Board,Bangalore Water Supply and Sewerage Board (BWSSB),Chennai Metro Water,Central Ground Water Board,National Water Mission,Bangalore Water Supply and Sewerage Board (BWSSB)
390,Which airline was named the World’s Best Airline for 2025 by Skytrax at the World Airline Awards?,Singapore Airlines,Cathay Pacific,Emirates,Qatar Airways,IndiGo,Qatar Airways
391,"Who won the 2025 Canadian Grand Prix held at Circuit Gilles Villeneuve, Montreal?",Max Verstappen,Lewis Hamilton,Oscar Piastri,George Russell,Lando Norris,George Russell
392,Who won the Sahitya Akademi Yuva Puraskar 2025 for English and Hindi respectively?,Arundhati Roy and Kumar Vishwas,Advait Kottary and Parvati Tirkey,Jhumpa Lahiri and Uday Prakash,Salman Rushdie and Dinesh Kushwaha,None of the above,Advait Kottary and Parvati Tirkey
393,What is the name of the scheme launched by Delhi University to support tribal students from remote areas with CUET preparation?,JAGRITI,JAIHIND,VANBANDHU,SHRESHTA,EKLAVYA,JAIHIND
394,Which Indian state has become the first to introduce an Android-based mobile e-voting system?,Bihar,Kerala,Maharashtra,Gujarat,Telangana,Bihar
395,"Which institution recently demonstrated free-space quantum secure communication using entanglement, marking India’s entry into a new quantum era?",ISRO,DRDO-IIT Delhi,IISc Bengaluru,BARC Mumbai,CSIR,DRDO-IIT Delhi
396,"Who is the author of the book ""A Different Kind of Power""?",Angela Merkel,Jacinda Ardern,Sanna Marin,Kamala Harris,Helen Clark,Jacinda Ardern
397,Who has become the first Indian-American to be appointed as Provost of the Massachusetts Institute of Technology (MIT)?,Anantha Chandrakasan,Parag Agrawal,Satya Nadella,Arvind Krishna,Sundar Pichai,Anantha Chandrakasan
398,Who won the gold medal for India in the Women’s 10-meter Air Pistol event at the ISSF World Cup 2025 in Munich?,Manu Bhaker,Esha Singh,Suruchi Inder Singh,Rahi Sarnobat,Divya Thadigol,Suruchi Inder Singh
399,Where is the Bonn Climate Change Conference 2025 being held?,"Geneva, Switzerland","Berlin, Germany","Bonn, Germany","Paris, France","Dubai, UAE","Bonn, Germany"
400,Which Indian state is the only one to host wild populations of all three native crocodilian species?,Madhya Pradesh,Assam,Odisha,West Bengal,Tamil Nadu,Odisha
401,What is the theme of World Refugee Day 2025 observed on 20 June?,Solidarity with Refugees,Standing with the Displaced,Together for Peace,Hope Away from Home,Protecting the Vulnerable,Solidarity with Refugees
402,What is the minimum loan amount under NABARD’s Green Lending Facility for FY26?,Rs.10 crore,Rs.25 crore,Rs.50 crore,Rs.100 crore,Rs.500 crore,Rs.100 crore
403,What is India’s rank in global FDI inflows in 2024 as per UNCTAD’s World Investment Report 2025?,12,14,15,16,18,15
404,What is the new priority sector lending (PSL) requirement for Small Finance Banks (SFBs) as per RBI’s updated guidelines for FY 2025–26 onward?,40% of Adjusted Net Bank Credit (ANBC),75% of total lending,"60% of ANBC or CEOBE, whichever is higher",50% of total advances,None of the above,"60% of ANBC or CEOBE, whichever is higher"
405,"What is the new asset provisioning requirement mandated by RBI for under- construction project finance loans, effective from Oct 1, 2025?",5%,0.4%,2.5%,1%,1.5%,1%
406,"According to RBI’s latest circular, what is the maximum amount allowed for advance remittance for importing shipping vessels without a bank guarantee or LC?",USD 10 million,USD 25 million,USD 50 million,USD 100 million,USD 5 million,USD 50 million
407,Which Indian universities were ranked in the global top 100 of the Times Higher Education (THE) Impact Rankings 2025 for sustainability?,"Amrita Vishwa Vidyapeetham, LPU, JSS Academy, and Shoolini University","IIT Delhi, IISc Bangalore, Amity University, and BITS Pilani","Delhi University, Anna University, Shiv Nadar University, and Ashoka University","JNU, BHU, SRM University, and Christ University",None of the above,"Amrita Vishwa Vidyapeetham, LPU, JSS Academy, and Shoolini University"
408,What is the name of the mascot unveiled for the 2025 World Para Athletics Championships?,Veeraj,Viraaj,Vijay,Ankur,Gajraj,Viraaj
409,Which country will host the 10th ICC Women’s T20 World Cup in 2026?,India,Australia,South Africa,England,New Zealand,England
410,Which US-made bomb is designed to destroy deeply buried nuclear sites and can only be deployed by the B-2 Spirit stealth bomber?,GBU-43/B MOAB,GBU-12 Paveway II,GBU-57A/B Massive Ordnance Penetrator,AGM-114 Hellfire,None of the above,GBU-57A/B Massive Ordnance Penetrator
411,"According to the Global Liveability Index 2025 published by the Economist Intelligence Unit (EIU), which city was ranked as the most liveable in the world?","Vienna, Austria","Zurich, Switzerland","Copenhagen, Denmark","Melbourne, Australia",None of the above,"Copenhagen, Denmark"
412,Who is likely to be appointed as India’s next High Commissioner to Canada?,Vinay Mohan Kwatra,Dinesh K Patnaik,Taranjit Singh Sandhu,Harsh Vardhan Shringla,Sanjay Verma,Dinesh K Patnaik
413,"According to the OECD’s Global Drought Outlook Report, what percentage of the world’s land is facing increasingly frequent and severe droughts?",20%,30%,40%,50%,None of the above,40%
414,What is the name of India’s new hypersonic missile developed under DRDO’s Project Vishnu?,Agni Prime,Shaurya II,BrahMos II,Nirbhay-X,ETLDHCM,ETLDHCM
415,Hindustan Aeronautics Limited (HAL) signed a Rs.511 crore deal with which organization to build Small Satellite Launch Vehicles (SSLVs)?,DRDO,BARC,ISRO,BEL,IN-SPACe,ISRO
416,Where was the first Indian epigraphical reference to Halley’s Comet discovered?,"Brihadeeswarar Temple, Tamil Nadu","Mallikarjunaswamy Temple, Srisailam","Konark Sun Temple, Odisha","Virupaksha Temple, Hampi",None of the above,"Mallikarjunaswamy Temple, Srisailam"
417,Which Indian institution ranked highest in the QS World University Rankings 2026?,IIT Bombay,IISc Bangalore,IIT Kanpur,IIT Delhi,IIT Kharagpur,IIT Delhi
418,Who is heading the newly formed panel to reduce dependency on coaching centres and review competitive exams?,Subhas Sarkar,Vineet Joshi,Dharmendra Pradhan,Sanjay Kumar,Rajesh Verma,Vineet Joshi
419,Who was the Padma Shri awardee known as ‘Aranya Rishi’ who passed away at the age of 93 in 2025?,Salim Ali,Valmik Thapar,M. K. Ranjitsinh,Maruti Chitampalli,None of the above,Maruti Chitampalli
420,What is the International Day of the Celebration of the Solstice and what does it signify?,Day marking lunar eclipses in both hemispheres,Longest night in Northern Hemisphere,Day when Earth is closest to the Moon,Longest day and shortest night in Northern Hemisphere,None of the above,Longest day and shortest night in Northern Hemisphere
421,RBI imposed a monetary penalty of Rs.29.60 lakh on which payments bank in June 2025?,Paytm Payments Bank,Fino Payments Bank,India Post Payments Bank,Airtel Payments Bank,Jio Payments Bank,Fino Payments Bank
422,At which temple has the South Indian Bank installed E-Kiosk and E-Kanika facilities?,Lotus Temple,Akshardham Temple,ISKCON Temple,Birla Mandir,Uttara Guruvayurappan Temple,Uttara Guruvayurappan Temple
423,"Which state has the Calcutta High Court ordered the Centre to resume MGNREGA from August 1, 2025?",Jharkhand,Odisha,Assam,West Bengal,Bihar,West Bengal
424,In which state are the new Election Commission initiatives during bye-polls set to be fully introduced in the upcoming Assembly elections?,Uttar Pradesh,Rajasthan,Madhya Pradesh,Bihar,Chhattisgarh,Bihar
425,"INS Teg, which recently arrived in Mauritius for joint surveillance, is part of which class of Indian Navy ships?",Shivalik-class,Talwar-class,Nilgiri-class,Kolkata-class,Kamorta-class,Talwar-class
426,What is the name of the web portal launched by the Ministry of Women and Child Development to support gender budgeting initiatives?,Gender Insight Portal,Budget for Women Hub,Gender Budgeting Knowledge Hub,Women Empowerment Gateway,Bharat Gender Dashboard,Gender Budgeting Knowledge Hub
427,From which factory was the first ‘Make in India’ diesel locomotive for export flagged off by Prime Minister Narendra Modi?,Chittaranjan Locomotive Works,Marhowrah Diesel Locomotive Factory,Varanasi Diesel Engine Factory,Dankuni Electric Engine Unit,Patiala Rail Coach Factory,Marhowrah Diesel Locomotive Factory
428,Which three nuclear sites in Iran were targeted by the U.S. airstrikes?,"Tehran, Qom, Esfahan","Fordow, Natanz, Isfahan","Bushehr, Yazd, Kerman","Shiraz, Mashhad, Tabriz","Bandar Abbas, Gachin, Qom","Fordow, Natanz, Isfahan"
429,Which payment bank received the ‘Special Mention Award’ at the Digital Payments Award 2024–25?,Airtel Payments Bank,Paytm Payments Bank,India Post Payments Bank,Fino Payments Bank,Jio Payments Bank,India Post Payments Bank
430,Which Indian athlete won the Paris Diamond League 2025 javelin event with a throw of 88.16 metres?,Neeraj Chopra,DP Manu,Kishore Jena,Rohit Yadav,Shivpal Singh,Neeraj Chopra
431,Where was India’s largest Gati Shakti Multi-Modal Cargo Terminal inaugurated by Union Minister Ashwini Vaishnaw?,"Gurugram, Haryana","Manesar, Haryana","Sanand, Gujarat","Chakan, Maharashtra","Faridabad, Haryana","Manesar, Haryana"
432,What is the name of the new app launched by Swiggy to offer premium lifestyle and travel concierge services?,Swift,Swiggy Elite,Crew,Prime Life,Voyage,Crew
433,Which French company partnered with Reliance Aerostructure Limited to manufacture Falcon 2000 business jets in India?,Airbus,Dassault Aviation,Safran,Thales Group,ATR,Dassault Aviation
434,Which initiative was introduced to provide digitally verifiable identity credentials to farmers under the Agri Stack platform?,Kisan Sahayata Patra,Digital Kisan Card,Kisan Pehchan Patra,Agro Identity Token,Bharat Farm ID,Kisan Pehchan Patra
435,Where did President Droupadi Murmu inaugurate Rashtrapati Tapovan and Rashtrapati Niketan?,Shimla,Nainital,Mussoorie,Dehradun,Ranikhet,Dehradun
436,What initiative has the Delhi government launched to mitigate pollution through artificial rain?,Rainwater Harvesting Drive,Cloud Observatory Establishment,Cloud Seeding Pilot Project,Urban Fog Dispersal Program,Monsoon Extension Experiment,Cloud Seeding Pilot Project
